Sample,YrBP,Abies,Acer,Alnus,Betula,Carya,Corylus,Cupressaceae,Fagus,Fraxinus,Larix,Ostrya.Carpinus,Picea,Pinus,Quercus,Tilia,Tsuga,Ulmus,Amaranthaceae,Ambrosia,Artemisia,Asteraceae,Poaceae
11,708.6,1,7,14,116,0,3,0,0,0,1,5,2,271,27,1,7,3,0,9,7,3,4
12,811.4,2,4,18,109,1,3,0,0,0,2,7,2,292,28,1,11,6,1,4,1,5,6
13,1207.3,3,4,19,73,0,1,0,0,0,2,1,5,294,27,1,7,5,0,3,1,5,1
14,1411,0,3,12,91,1,1,0,0,0,1,7,2,273,20,1,5,2,2,3,3,3,8
15,1611.2,6,3,13,99,0,0,0,0,1,2,11,1,293,25,0,3,7,1,5,3,2,1
16,1814.4,0,5,17,89,0,6,0,0,0,0,11,1,266,31,3,5,3,0,1,0,3,10
17,2054.1,1,13,17,104,0,0,0,0,0,3,5,3,246,32,1,0,8,1,2,2,3,7
18,2299.4,2,12,8,115,0,4,0,0,0,1,6,5,260,45,2,0,6,0,1,4,3,2
19,2541.2,2,9,17,96,1,1,0,1,0,2,12,1,275,21,2,3,9,1,2,3,3,3
20,2786,0,9,16,107,0,0,0,1,0,2,4,4,270,25,1,0,6,1,4,3,4,7
21,3032.2,3,9,13,84,0,5,0,0,51,0,11,0,310,17,2,3,4,0,3,2,2,5
22,3276.5,1,3,18,65,0,5,0,0,0,0,7,0,287,26,1,6,8,0,4,3,1,3
23,3519.5,3,9,30,94,0,0,0,0,0,0,8,0,337,29,2,3,5,0,5,2,4,10
24,3763.3,3,13,21,74,0,4,0,0,0,0,5,0,316,40,1,1,4,0,3,4,5,9
25,4014.4,3,16,30,70,0,2,0,0,1,4,11,1,346,47,0,0,2,2,5,6,6,9
26,4257.2,2,8,19,54,1,2,0,0,0,0,13,2,359,26,0,2,5,0,6,3,12,3
27,4491.9,1,4,36,82,1,0,0,0,0,0,10,3,406,39,1,0,8,0,5,9,9,15
28,4733.8,2,9,10,40,0,5,0,0,0,0,7,1,281,43,1,0,3,3,5,3,4,10
29,4976.3,0,7,29,51,1,6,0,0,1,0,5,2,317,38,0,0,3,1,4,3,9,6
30,5218.6,1,1,30,42,0,0,0,0,0,0,4,1,313,39,2,0,3,4,4,3,4,10
31,5462.5,0,2,53,44,2,4,0,0,0,2,8,0,314,28,3,0,4,2,6,5,6,7
32,5955.6,0,0,6,14,0,0,0,0,0,1,1,0,280,14,0,0,4,1,4,0,9,6
33,6440.4,0,3,15,82,0,4,0,0,0,0,5,1,200,30,2,0,3,2,2,4,4,8
34,6683.3,0,0,22,24,0,3,0,0,0,1,4,0,290,29,0,0,7,3,5,3,4,3
35,6924.9,0,3,16,30,0,1,0,0,0,1,10,1,266,23,2,0,1,2,2,6,2,5
36,7410.1,0,0,19,29,0,1,0,0,0,0,10,1,260,28,0,1,3,6,6,5,9,12
37,7892.4,0,6,34,39,0,2,0,0,1,0,11,0,266,44,1,0,7,2,5,7,6,9
38,8377.8,0,3,21,20,2,1,0,0,0,0,11,1,311,21,0,0,9,2,1,5,6,8
39,8863.9,2,3,13,12,0,0,0,0,0,0,3,4,319,15,0,0,5,1,7,6,15,13
40,9350.7,0,0,16,39,1,5,0,0,0,0,6,0,301,7,0,0,15,2,15,11,14,16
41,9590.2,0,1,40,17,0,2,0,0,0,0,2,5,295,14,0,0,7,5,8,9,2,23
42,9710.6,0,0,16,29,0,2,0,0,0,0,3,1,274,8,0,0,9,8,5,3,7,15
43,9832,3,0,9,7,0,1,0,0,0,0,0,4,273,3,0,0,10,1,6,1,2,20
44,9951.4,12,0,0,11,0,0,0,0,0,0,0,6,331,4,1,0,13,2,4,5,6,17
45,10073,1,1,17,13,1,0,0,0,0,3,0,6,243,6,0,0,7,3,5,7,11,17
46,10193.8,3,0,6,11,1,1,0,0,0,0,1,16,280,8,0,0,19,2,5,2,3,23
47,10315.2,0,2,6,27,2,3,0,0,0,1,3,42,323,15,0,0,26,2,0,1,4,26
48,10315.2,1,0,5,21,2,2,0,0,0,0,2,70,199,22,0,0,21,2,3,8,1,25
49,10437.5,1,2,10,49,2,5,0,0,0,0,7,93,36,18,0,0,25,3,1,15,4,35
50,10557.5,1,0,8,80,0,3,0,0,0,0,2,134,6,10,0,0,6,3,3,16,6,40
1,848.7,0,15,16,104,0,10,0,0,4,1,18,3,123,3,4,39,7,1,4,2,0,0
2,1767.3,0,16,13,106,0,5,0,0,2,0,20,2,143,2,1,42,7,0,2,0,0,0
3,2685.8,0,27,12,76,0,3,0,0,4,0,3,2,188,0,0,37,5,0,4,5,0,0
4,3604.1,0,27,19,52,0,10,0,0,4,0,5,2,222,4,1,4,5,0,3,3,0,0
5,4505.3,0,19,9,57,0,3,0,0,7,0,5,1,215,3,3,15,9,0,5,2,0,0
6,5430.9,0,24,11,50,0,11,0,0,14,0,9,1,244,5,0,6,16,0,10,3,0,0
7,6343.3,0,25,7,47,0,7,0,0,5,1,4,1,220,1,5,1,10,0,9,5,0,0
8,7256.2,0,25,11,63,0,15,0,0,4,0,4,0,206,3,4,0,13,0,6,6,0,0
9,8172.4,0,6,6,23,0,4,0,0,2,0,1,7,286,0,0,0,2,0,9,5,0,0
10,8625,0,6,11,23,0,3,0,0,0,0,0,4,287,0,1,0,6,0,7,7,0,0
1,-13.1,6,3,5,72,0,0,1,0,3,4,0,3,340,6,1,43,6,0,1,5,0,2
2,219.5,0,6,4,84,0,4,0,0,2,0,0,0,316,12,0,39,0,0,1,2,0,0
3,757,0,5,5,122,1,0,0,0,0,0,0,1,322,11,1,60,3,0,0,6,0,0
4,1291.1,0,7,3,82,5,0,0,0,1,0,1,11,348,5,0,41,0,1,5,0,0,1
5,1740.6,0,8,2,68,1,2,0,0,3,0,4,5,338,3,0,30,3,0,2,1,0,0
6,2125.2,0,2,0,68,0,0,0,0,4,0,0,3,372,4,2,41,7,0,0,0,0,0
7,2508.3,0,15,7,70,0,2,0,0,0,0,0,2,386,5,0,22,1,2,3,2,0,0
8,2894.3,0,8,3,81,0,0,0,0,2,0,0,3,322,9,0,21,6,0,2,1,0,0
9,3279.7,0,3,8,60,4,1,0,0,4,0,0,14,389,0,0,27,1,2,3,1,0,0
10,3663.5,2,6,4,40,0,0,0,0,2,0,0,6,430,10,0,31,3,0,2,4,0,2
11,4141.9,0,6,5,47,0,4,1,0,0,0,0,0,452,27,0,16,0,0,7,0,0,4
12,4691.4,0,6,7,29,0,6,0,0,0,0,0,0,534,13,0,7,1,0,2,0,0,0
13,4967.1,0,11,13,27,2,3,0,0,0,0,0,0,466,19,0,3,6,0,1,2,0,0
14,5513.8,0,3,6,46,0,0,2,0,0,0,4,7,396,27,3,2,5,0,2,0,0,0
15,6056.9,0,8,7,36,0,3,0,0,1,0,6,1,430,17,0,19,1,0,2,3,0,1
16,6661.5,0,7,13,15,1,4,0,0,0,0,1,2,464,23,2,1,5,0,4,0,0,0
17,7274,0,12,4,12,0,0,0,0,0,0,3,27,486,10,1,0,9,0,1,1,0,0
18,7875.5,0,0,5,26,0,0,0,0,0,0,0,0,544,2,0,0,3,3,2,1,0,0
19,8483.5,0,0,10,24,0,0,0,0,0,0,1,0,478,7,0,0,9,1,3,1,0,0
20,8790.8,0,2,3,26,1,0,0,0,0,0,1,0,536,7,0,0,0,1,3,1,0,0
21,9099.1,0,0,2,11,0,0,0,0,0,0,0,0,564,5,0,0,0,2,0,0,0,0
22,9286.5,0,0,0,12,0,1,0,0,0,0,0,0,554,1,0,0,0,2,0,0,0,0
23,9583.2,0,0,4,8,0,0,0,0,0,0,0,0,566,11,0,0,3,0,0,0,0,0
24,9878.6,0,0,0,5,0,4,0,0,0,0,0,0,74,10,0,0,0,0,0,0,0,0
1,35.5,10,15,16,190,0,3,10,0,0,1,2,3,112,28,4,106.5,6,6,16,2,3,1
2,163.1,3.5,29,8,378,0,5,5,0,1,0,4,7.5,184.5,21,13,55.5,15,6,30,2,1,2
3,307.6,9.5,23,11,215,1,2,0,1,0,1,4,10.5,204.5,22,1,81,6,2,8,6,0,0
4,683.8,2,15,13,220,1,2,1,1,0,5,6,3.5,189.5,10,1,125,12,1,5,4,2,2
5,885.4,4.5,23,14,223,0,1,2,0,0,3,4,4.5,189,15,2,83.5,12,2,3,3,1,1
6,1113.7,5,18,6,181,1,1,3,2,0,0,5,1.5,161.5,23,1,95,3,1,4,2,0,3
7,1335.8,6.5,19,14,355,0,2,2,2,0,0,1,3,170.5,27,0,57,12,0,3,1,0,1
8,1776.3,5,16,17,186,1,4,0,1,0,0,8,0.5,214,21,0,127.5,9,4,4,8,1,1
9,2320.1,3,8,10,141,1,2,1,0,0,2,5,0,205,22,1,123.5,8,2,5,0,0,0
10,2954.3,2.5,29,19,166,1,5,0,2,0,0,12,0.5,296,53,0,17,7,1,4,0,1,3
11,3535.1,5.5,16,30,110,0,6,1,0,0,0,6,1.5,253,95,1.33,4,5,1,5,5,2,0
12,3911.8,1.5,19,29,104,1,13,0,0,0,0,6,0.5,346,90,1,3,7,7,8,7,0,1
13,4039.9,3,11,32,75,0,4,3,1,0,0,10,1.5,375.5,61,2,2,12,1,2,3,1,1
14,4297.6,6,22.33,59,185,1,8,0,0,0,0,9,3.5,586,101,2,4,11,4,9,8,4,2
15,4425.6,1,15,38,117,0,4,0,0,0,0,10,0,321,63,5,3,8,3,5,4,1,2
16,4835,1.5,25,31,108,0,7,0,0,0,0,32,0.5,321,76,3,7,11,4,2,5,0,3
17,5468.7,2.5,15,23,136,0,3,0,0,0,1,17,1.5,226,61,5,11,14,5,8,3,2,1
18,5851.2,2,27,18,113,0,2,3,0,1,0,24,0,297.5,47,4,1.5,22,2,5,8,0,3
19,6236.5,0.5,13,18,89,1,5,1,0,0,1,6,0,324,44,3,0,16,3,5,4,2,3
20,6613.9,3,23,22,80,0,8,0,0,0,1,28,0,194.5,63,3,1,19,4,4,7,2,3
21,6967.7,3.5,14,5,85,0,8,0,0,0,0,27,1,363,42,4,0,19,3,11,5,1,2
22,7672.1,4,10,14,56,2,4,0,0,0,1,12,0,398,20,0,0,16,7,5,9,0,4
23,8032,3.5,6,27,171,1,7,0,0,0,0,2,1,389,18,0,0,13,5,5,4,2,5
24,8388.1,3,2,26,75,0,4,1,0,0,0,8,1.5,318.5,12,0,0,10,3,5,3,2,6
25,8735.4,1.5,2,43,75,0,5,0,0,0,0,2,1.5,325.5,12,0,0,15,6,12,12,1,7
26,8987.3,3.5,4,31,95,1,10,1,0,0,1,7,0,383,17,0,0,15,3,4,5,4,4
27,9354.5,6,5,24,57,0,1,0,0,0,0,2,5.5,349,11,0,0,11,3,7,4,4,6
28,9493.4,9,1,12,129,2,0,1,0,0,0,3,15.5,218.5,22,0,0,14,3,7,3,0,4
29,9609.1,9,0,24,123,0,3,1,0,0,0,5,17.5,284,20,0,0,12,1,4,5,11,6
30,9746.3,12,0,34,116,1,0,0,0,0,1,4,31.5,389.5,17,0,0.5,23,9,9,10,15,6
31,10021.3,7.5,2,25,81,0,0,2,0,0,2,14,15.5,314,18,0,0,25,0,5,5,7,7
32,10149,4,5,23,33,1,0,0,0,0,1,5,35,263,18,0,0,35,3,0,7,8,8
33,10364.4,5,2,21,50,1,1,1,0,0,0,5,52.5,309,13,0,0,37,2,4,5,15,9
1,-38.2,2.5,8.33,23,127,0,3,7,1,0,0,0,6,200,53,1,13,6,3,14,6,1,6
2,55.5,0,6,23,133,0,3,0,0,0,1,4,6,247.5,46,0,14,9,9,31,3,0,5
3,214.3,2.5,8.33,23,152,1,2,4,0,0,1,2,9,305.5,32,1,17.5,4,10,30,2,0,4
4,435.4,2.5,10,16,138,0,3,5,0,0,0,3,5,598.5,25,0,40,10,0,4,7,2,0
5,877.9,0,2.33,25,98,0,2,1,0,0,1,0,1,333.5,23,1,23,5,2,3,1,3,0
6,1335.7,3.5,10.67,27,160,0,4,4,0,0,1,6,4.5,529.5,25,0,35,7,2,4,7,3,7
7,1786.6,0.5,4,15,101,0,5,11,0,0,1,5,4,363.5,29,0,12.5,3,1,3,3,0,2
8,2468.8,0,5,7,71,0,1,3,1,0,2,1,3,294,18,0,13,3,0,2,1,0,4
9,2697.4,2.5,5,20,59,0,6,3,1,0,2,1,9.5,527,21,0,29.5,10,1,2,3,0,1
10,2917.1,3.5,7,20,79,0,2,2,2,0,3,2,7.5,563.5,22,0,7,6,0,3,6,0,1
11,3130.1,2,5,22,42,0,0,7,2,0,2,3,5,440,23,0,10,4,1,2,4,3,0
12,3296.5,1.5,4,20,45,0,0,5,0,0,3,2,2.5,511.5,21,1,7,5,1,3,6,0,5
13,3466.6,6,5.67,34,46,0,5,7,2,0,0,3,6,528.5,19,0,4.5,3,1,4,3,1,5
14,3635.5,2,5,22,36,0,0,8,0,0,4,6,3.5,463,23,1,0,3,2,2,1,1,3
15,3972.9,1,4,25,47,0,1,0,0,0,0,1,3.5,661.5,39,0,1,7,1,7,1,0,1
16,4350,0.5,7,16,14,0,2,4,0,0,0,5,5,358,24,0,1,4,0,6,2,1,5
17,4582.9,2,10,28,35,0,1,5,0,0,0,2,2,463.5,59,1,1,4,1,6,1,1,8
18,5058.2,2,8,15,20,0,1,10,0,0,0,9,1.5,602.5,38,0,4,4,3,3,5,2,1
19,5524,7.5,10,25,61,0,2,1,1,0,4,7,4.5,703.5,47,0,6.5,12,8,8,5,9,11
20,5753.8,0,4,25,41,0,2,0,0,0,0,5,0,293.5,45,0,2.5,9,2,5,6,0,4
21,5987,2,6,33,39,1,3,0,0,0,0,3,3,322.5,66,1,0,8,3,7,6,1,6
22,6322,2,9,62,86,0,2,0,1,0,0,13,1,419.5,66,2,0,44,3,22,17,0,5
23,6653.6,1,13,44,75,0,3,2,1,0,0,13,7,406.5,43,4,0,35.2,5,12,16,1,13
24,7325.2,0,5,19,47,2,5,1,0,0,0.5,10,2,288.5,54,0,0,22,5,27,10,0,18
25,8006.7,0,3,22,68,0,1,0,0,0,0,6,2.5,348,22,0,2,20,2,12,11,0,6
26,8488.7,3.5,2,26,35,3,2,2,0,0,0,13,2.5,587,19,0,0,12,7,6,3,1,3
27,8731.4,5.5,1,13,22,0,2,0,0,0,1,9,16,300,16,0,0,16,3,7,18,2,9
28,8975.2,3.5,7,7,50,2,2,2,0,0,0,13,13,483.5,33,0,0,70,2,7,8,1,3
29,9219,2,3.33,4,33,3,4,3,0,0,4,11,20,421,53,0,0,38,2,8,10,1,2
30,9341.4,10.5,2,1,9,4,1,3,0,0,2,2,33.5,427,23,0,0,14,2,3,1,0,1
31,9462.9,1,3,0,15,0,0,3,0,0,1,3,88.5,220.5,30,0,0,7,1,1,19,0,4
32,9581.9,1.5,5.17,6,72,1,7,12,1,0,1,0,112,14,46,1,0,40,2.5,9,32,1,11
33,9705.3,0,1,17,214,0,3,7,0,0,0,11,57.5,4.5,13,0,0,7,1,7,26.33,0,19
34,9826.8,0,0,23,176,0,8,4,0,0,0,7,103,5.5,11,0,0,9,9,26,76,12,37
35,9864.1,0,0,2,125,0,0,9,0,0,0,3,85.5,5.5,9,0,0,4,5,18,68,4,13
1,-7.1,0,1,0,90,1,0,0,1,6,1,3,1,115,35,1,22,13,6,34,2,2,11
2,247.3,1,3,0,105,0,1,0,0,2,0,11,4,110,21,0,22,6,6,27,6,0,5
3,393.1,0,3,0,82,0,0,0,0,3,0,1,1,149,16,0,36,11,0,5,5,0,2
4,541.6,3.5,12,0,151,0,2,0,0,16,2,7,2,322,35,4,97,14,3,15,9,3,4
5,843.8,0,3,0,74,0,2,0,0,2,5,0,21,161,20,0,27,5,1,4,1,0,0
6,1143.3,2,6,0,73,0,0,0,0,2,2,0,3,155,17,0,32,5,0,6,3,0,1
7,1438.4,2,5,0,68,0,1,0,0,2,4,0,1,167,17,3,20,4,3,1,3,1,1
8,1745.8,4,6,0,189,3,3,0,0,7,3,3,8.5,324.5,41,2,37,17,1,4,9,1,1
9,2036.5,0,2,0,64,0,0,0,0,0,0,1,4,165,18,1,36,3,0,2,5,0,2
10,2188.4,0,4,0,78,1,2,0,2,5,1,5,4,145,19,0,22,6,1,6,2,0,1
11,2335.9,0,8,0,87,3,0,0,1,2,1,3,3,113,24,1,30,4,1,1,6,0,6
12,2486.9,3,6,0,103,0,0,0,0,3,0,5,6,113,29,0,31,9,1,2,4,1,0
13,2780.5,2,5,0,98,2,0,0,0,4,0,4,2,144,15,2,29,4,0,5,2,2,0
14,2927.8,1.5,18,0,241,1,1,0,0,8,1,10,1.5,297.5,49,1,37.5,17,2,6,9,1,3
15,3060.9,1,6,0,96,0,2,0,0,3,0,3,3,153,17,0,3,7,1,5,4,9,3
16,3265.1,2,1,0,69,0,1,0,0,4,0,5,0,184,16,1,3,9,0,6,4,1,0
17,3368.5,1,2,0,83,1,7,0,0,2,3,7,1,246,49,2,1,13,1,3,7,1,0
18,3474.6,4,5,0,64,0,9,0,0,5,0,16,2,149,38,0,1,7,3,5,1,0,5
19,3686.7,4,1,0,48,1,2,0,0,0,0,6,1,176,42,0,2,11,1,2,4,1,0
20,3906.2,2.5,8,0,90,1,8,0,0,11,0,6,4.5,504,92,3,3,21,4,19,6,8,13
21,4010.5,6,3,0,26,2,0,0,0,4,0,4,1,214,30,1,3,7,1,9,3,1,3
22,4120.5,1,2,0,34,0,0,0,0,1,0,4,2,198,39,0,4,4,0,9,1,1,5
23,4224.9,2.5,13,0,67,1,7,0,0,12,0,7,2,390,89,2,3,25,2,14,12,4,9
24,4445.5,4,0,0,30,1,0,0,0,4,0,8,0,194,31,0,0,8,2,8,3,0,5
25,4663.2,1,6,0,61,1,4,0,0,13,3,5,0,432,71,1,3,29,9,7,6,1,3
26,4884.3,0,9,0,29,2,0,0,0,11,0,12,0,231,43,0,0,6,4,8,6,1,3
27,5100.6,3.5,4,0,60,0,3,0,0,13,2,6,2,456,60,1,5,22,4,11,8,5,6
28,5320.8,0,2,0,41,0,4,0,0,9,2,9,0,226,31,0,4,10,3,3,3,3,0
29,5533.2,1.5,6,0,40,0,4,0,0,7,0,3,1,525.5,52,0,0,24,10,17,12,2,3
30,5949.1,1.5,7,0,57,1,2,0,0,12,0,3,0,437.5,67,3,0,40,6,9,15,2,9
31,6367.5,1.5,9,0,49,1,3,0,1,7,1,4,2,464,54,1,0,41,3,12,11,2,9
32,6787,1,1,0,22,1,0,0,0,5,2,5,1,216,23,2,0,15,3,6,1,0,4
33,7207.1,3.5,4,0,37,0,2,0,0,7,2,17,1,354,50,3,0,32,5,17,7,5,10
34,7626.4,8.5,5,0,22,3,1,0,1,12,2,12,0,421,39,2,0,29,7,8,7,0,11
35,7937.8,0.5,2,0,36,0,1,0,0,3,1,12,1.5,226,27,2,0,0,2,13,7,1,14
36,8337.6,0.5,1,0,23,0,1,0,0,2,0,10,0,261,21,0,0,23,3,11,5,1,2
37,8738.7,1.5,0,0,21,0,0,0,0,7,0,5,0,325.5,19,0,0,15,5,6,6,0,3
38,9138.6,4.5,1,0,24,1,0,0,0,8,1,15,10.5,357.5,25,2,0,42,1,0,7,2,2
39,9542.8,0,1,0,73,1,1,0,0,2,0,8,26,146.5,12,0,0,22,3,10,6,1,9
1,-30.2,3,9,0,136,1,0,20,10,1,0,5,8,122,22,0,31,3,5,23,3,3,5
2,2.9,2,13,7,92,0,0,18,9,2,3,4,7,140,14,0,49,4,4,25,2,1,4
3,37.1,7,15,10,88,0,0,20,14,1,2,2,12,128,19,0,45,0,6,23,1,3,3
4,71,4,6,9,90,1,0,20,16,0,2,4,12,131,13,0,48,2,1,35,3,1,5
5,78,5,12,7,106,0,1,7,11,3,6,2,8,185,19,0,60,6,0,23,5,0,8
6,88,11,9,8,106,0,0,13,11,2,2,2,12,209,13,1,66,6,1,15,1,2,3
7,94.7,3,8,10,113,2,0,17,16,0,6,0,14,208,19,0,83,8,1,12,1,0,1
8,105.1,4,10,3,98,0,2,18,9,0,5,3,12,193,16,0,97,3,2,14,3,1,3
9,111.8,4,9,8,137,1,0,13,19,2,3,3,19,168,26,0,73,5,2,13,2,1,2
10,121.5,2,8,11,148,0,0,13,20,4,7,3,18,201,25,0,89,4,1,13,5,1,0
11,151.7,0,13,5,119,0,1,21,20,1,0,6,16,267,15,0,86,7,0,9,3,0,4
12,184.8,4,10,9,99,0,0,25,15,1,2,4,12,198,7,1,76,3,1,1,0,0,0
13,328.8,13,7,6,72,1,0,12,21,3,3,4,6,195,23,0,102,2,0,5,6,0,2
14,473.4,2,6,10,65,0,0,17,22,1,1,6,12,195,13,0,88,2,1,5,5,2,2
15,658.4,1,6,7,67,0,1,11,13,5,2,2,7,166,6,0,99,6,0,3,0,1,2
16,804.8,2,22,5,110,0,0,25,22,4,3,2,15,191,22,0,162,4,0,7,3,4,0
17,952,1,11,9,66,0,0,27,7,4,3,2,3,157,16,0,85,5,1,1,3,1,2
18,1098.7,3,7,6,66,0,1,15,14,3,5,3,12,148,14,0,109,3,0,0,0,2,1
19,1244,2,11,6,70,1,0,18,14,2,1,0,10,145,16,0,81,2,1,4,2,0,2
20,1387.9,3,8,6,61,0,0,5,12,2,5,3,4,190,11,0,68,5,0,2,2,0,0
21,1537.2,4,8,7,59,0,0,19,18,0,2,3,6,186,16,0,69,3,0,0,3,1,2
22,1679.1,3,9,14,62,1,2,17,23,2,2,3,8,146,15,0,91,2,0,3,1,0,2
23,1823.2,3,5,8,57,0,0,16,23,5,5,2,7,197,14,1,66,4,1,1,2,2,1
24,1972.1,1,7,9,92,2,0,26,14,1,4,4,7,217,13,1,94,3,1,0,1,1,0
25,2117.8,1,8,7,88,1,0,18,12,8,7,2,7,221,23,0,87,6,1,1,5,1,1
26,2264.2,1,4,12,57,1,1,14,8,2,4,4,3,235,11,0,23,5,0,0,4,0,3
27,2407.9,3,1,6,54,0,0,15,14,6,0,4,3,198,17,0,44,7,1,1,4,0,1
28,2553.4,0,13,9,87,1,0,8,9,2,1,1,6,217,20,0,52,2,0,2,1,0,1
29,2700.2,1,2,3,42,0,0,2,6,0,1,4,5,262,10,1,14,3,0,0,1,0,1
30,2845.2,0,6,8,64,0,0,11,10,7,3,1,10,283,12,1,38,1,3,3,3,1,1
31,2881.9,2,5,14,86,1,0,9,10,5,3,2,4,362,12,0,26,5,1,3,3,0,3
32,2919,1,11,6,52,0,0,11,13,0,4,2,3,299,16,0,33,2,2,0,3,3,3
33,2954.1,2,3,9,81,1,0,12,2,3,1,2,4,319,21,0,27,3,2,3,2,1,0
34,2989.7,0,4,5,38,0,0,8,0,1,0,3,6,301,15,0,13,4,0,1,2,1,1
35,3025.1,2,6,7,63,0,0,10,5,0,0,1,5,345,13,0,26,6,1,0,2,0,4
36,3063.4,3,4,3,39,0,0,2,7,2,1,1,5,411,7,0,17,0,0,3,2,0,2
37,3140.4,0,6,4,54,0,2,11,0,2,2,1,2,341,11,0,26,3,1,2,3,0,1
38,3350.4,1,3,16,43,0,1,11,0,2,0,3,1,290,7,0,15,1,0,1,3,2,0
39,3561.3,0,3,9,66,0,0,10,1,1,2,3,1,319,11,0,12,2,0,0,2,0,2
40,3763.4,0,4,2,34,0,0,0,1,1,0,1,5,342,6,0,7,1,0,2,3,0,1
41,3966.8,2,5,2,37,0,2,4,2,1,2,4,0,317,7,0,5,2,0,4,2,0,0
42,4170.8,1,5,5,62,0,0,15,3,4,1,6,1,367,31,0,6,6,2,4,3,1,3
43,4375.4,0,6,3,55,0,1,8,2,1,1,2,1,373,32,0,8,7,1,4,3,4,1
44,4580.9,2,3,10,42,0,1,11,2,0,5,3,2,322,21,1,5,3,1,2,3,2,3
45,4785.9,0,7,6,35,1,2,27,0,3,0,6,2,335,21,2,4,5,1,3,2,1,2
46,4992.5,1,6,2,19,0,1,11,0,3,0,5,2,390,22,0,3,2,1,3,1,0,1
47,5042.8,2,5,11,36,0,0,10,0,0,1,5,7,370,13,0,7,3,2,2,2,1,1
48,5093.4,1,5,8,27,0,0,11,2,4,1,8,3,364,26,0,5,3,1,3,4,0,9
49,5143.9,2,12,8,45,0,1,23,3,3,1,8,2,376,43,2,5,4,1,5,5,2,4
50,5193.6,0,16,7,42,1,4,12,1,2,0,13,0,414,34,0,6,6,0,6,7,0,0
51,5244.3,0,7,11,42,0,1,17,0,7,5,7,2,387,46,1,10,6,4,5,6,2,2
52,5295.8,1,2,4,21,0,0,1,0,2,2,0,2,364,24,1,5,3,1,2,4,0,2
53,5346,0,4,11,32,0,1,33,0,7,2,6,2,383,18,1,11,8,1,8,0,2,2
54,5397.4,0,7,4,22,0,0,5,2,3,1,2,4,404,16,0,20,3,2,4,1,1,2
55,5449.2,0,0,8,22,0,0,12,2,2,2,5,1,366,19,1,35,8,0,2,3,0,0
56,5525.3,1,4,8,38,1,1,15,0,3,0,5,1,360,20,0,24,11,1,3,4,1,4
57,5677.3,1,2,4,19,1,1,22,1,3,0,5,2,388,30,1,14,6,2,5,1,0,2
58,5987.8,1,16,9,30,0,0,11,1,3,1,5,1,389,29,0,7,7,3,3,7,2,2
59,6307.4,0,4,0,20,0,0,11,1,2,0,6,3,331,24,0,17,7,0,5,3,1,0
60,6621.4,0,6,2,26,2,1,14,1,9,0,7,0,370,30,1,14,11,0,4,3,1,3
61,6935.4,0,7,10,24,1,0,15,0,3,1,5,3,455,21,1,7,7,4,3,6,1,2
62,7248.6,0,3,7,25,1,3,11,0,4,1,7,1,363,45,1,6,14,1,3,4,2,1
63,7561.6,1,3,4,23,0,1,4,0,0,0,8,3,331,28,0,1,3,1,4,4,2,3
64,7901.6,3,0,6,25,1,0,10,1,5,1,9,3,335,13,0,0,8,2,4,2,0,3
65,8400.8,1,1,2,24,2,0,3,0,2,2,6,10,391,17,1,0,10,5,2,2,0,3
66,8950.8,4,2,2,36,2,0,2,0,4,3,4,24,373,20,1,0,4,3,2,0,1,4
67,9504.7,3,3,2,8,3,1,1,0,4,6,9,33,427,35,0,0,20,1,1,3,1,3
68,10065.6,0,0,0,11,0,0,10,0,2,6,8,20,389,22,1,0,9,2,1,9,0,0
69,10626.5,0,3,0,10,3,0,27,0,14,9,10,100,300,48,0,0,22,1,3,18,3,5
70,11187.4,0,2,3,16,2,0,7,0,3,1,6,136,185,59,0,0,10,2,2,24,2,1
1,-35.1,5,19,17,127,0,2,3,0,6,0,3,6,52,21,1,42,2,2,18,1,0,2
2,1.8,5,26,12,111,2,4,11,0,5,0,5,5,56,29,0,29,13,2,15,0,0,7
3,48.4,1,19,21,149,0,3,4,0,0,0,0,7,45,14,3,30,4,4,16,5,0,4
4,75.2,1,11,9,186,0,1,0,0,2,0,0,1,37,14,0,43,5,0,25,0,1,0
5,92.8,3,12,6,161,0,1,1,0,1,2,0,5,87,5,2,29,1,1,6,3,2,0
6,128,6,19,11,134,0,5,4,0,3,0,2,3,89,18,3,35,10,0,5,1,1,0
7,309.6,2,17,9,115,0,3,0,0,5,0,3,2,86,9,0,52,15,0,1,5,0,1
8,728.3,1,24,6,116,0,1,5,0,4,0,2,1,96,14,2,57,6,0,1,3,0,0
9,1142.2,6,6,5,128,0,1,0,0,2,0,2,5,140,9,3,25,2,1,1,1,1,0
10,1569.1,1,8,5,152,0,1,2,0,3,0,3,4,105,4,0,39,7,1,1,1,0,1
11,1994.8,5,18,4,121,0,0,0,0,4,0,3,4,95,15,1,44,4,1,0,1,1,2
12,2420.9,2,20,9,114,2,4,3,0,3,0,5,2,131,13,3,24,9,1,1,1,0,0
13,2842.2,2,9,8,144,0,1,0,0,4,0,3,1,92,11,0,38,5,0,2,0,1,1
14,3261.7,3,16,7,90,0,0,0,1,1,0,7,1,154,14,3,17,10,0,0,3,0,1
15,3492,1,15,8,73,0,3,3,0,5,0,3,2,176,23,2,4,2,2,0,2,3,0
16,3724.5,2,10,22,47,0,2,2,1,5,0,9,1,156,28,7,14,10,1,2,2,1,0
