Sample,YrBP,Abies,Acer,Alnus,Betula,Carya,Corylus,Cupressaceae,Fagus,Fraxinus,Larix,Ostrya.Carpinus,Picea,Pinus,Quercus,Tilia,Tsuga,Ulmus,Amaranthaceae,Ambrosia,Artemisia,Asteraceae,Poaceae
17,4189,0,29,15,31,0,2,0,0,4,0,8,1,173,36,2,9,11,0,2,1,1,1
18,4420.7,1,35,10,47,0,1,0,0,3,0,5,1,175,31,3,9,9,6,1,2,0,0
19,4653.5,0,17,10,43,0,4,0,0,0,0,7,1,203,17,3,9,9,1,3,2,1,1
20,5023.8,1,17,8,34,0,0,0,0,2,0,1,4,179,31,2,16,14,0,4,1,0,2
21,5071,5,13,6,36,0,2,3,1,4,0,3,1,171,14,4,49,6,5,2,8,1,2
22,5118,2,7,12,29,0,1,0,0,5,0,1,1,165,20,2,71,3,0,1,2,1,1
23,5165.4,1,17,23,31,1,1,0,0,1,0,1,0,166,18,2,48,11,2,4,6,1,0
24,5215.9,0,11,10,38,0,4,0,1,2,0,4,0,148,33,2,45,14,3,3,4,0,0
25,5320.1,2,18,8,59,0,1,0,0,4,0,3,1,178,18,2,12,8,1,6,5,0,0
26,5422.1,2,13,9,126,0,2,0,0,1,0,2,1,130,24,0,5,5,2,2,1,0,2
27,5529.4,2,15,16,70,0,1,0,0,3,1,2,0,157,25,2,9,7,2,5,2,0,1
28,5636,2,3,9,68,0,1,1,0,4,0,2,0,192,25,1,4,5,2,4,1,0,0
29,5741.8,3,11,11,75,0,2,2,0,0,0,3,0,186,19,0,0,8,2,4,4,2,1
30,5957.4,2,9,11,35,0,3,4,0,1,0,4,0,222,24,2,0,8,0,1,5,1,0
31,6168.7,1,8,5,65,0,0,1,0,4,0,1,1,200,19,0,0,13,1,5,0,0,0
32,6458.3,1,14,6,60,0,3,2,0,1,1,5,1,172,30,1,0,6,1,6,4,3,2
33,6745.9,2,8,5,53,0,1,3,1,3,0,1,0,218,15,1,0,6,4,2,4,1,1
34,7050.2,3,14,4,54,0,4,0,1,1,0,1,1,200,25,1,0,11,3,1,4,2,1
35,7353.2,3.5,8,2,34,0,2,0,0,2,0,10,0,260.5,13,2,0,12,1,7,4,2,0
36,7932.8,0,1,8,61,1,2,0,0,4,0,0,0,187,16,1,0,23,4,9,4,1,0
37,8373.3,8,0,0,0,0,0,0,0,0,0,0,6,234,0,0,0,0,0,0,0,0,0
38,8557.7,2,1,32,35,1,1,2,0,1,0,1,10,194,17,1,0,9,1,2,0,2,1
39,9102.2,2,1,6,22,1,1,1,0,8,0,0,23,231,13,0,0,14,2,7,2,0,0
40,9695.7,1,3,8,30,3,2,4,0,3,0,2,22,166,26,0,0,33,2,2,1,0,2
1,-41.7,2,13,1,11,0,1,0,20,4,0,0,14,104,8,0,26,0,0,2,0,0,1
2,3,0,2,0,2,0,0,0,0,0,0,0,1,112,3,0,1,0,0,0,0,0,0
3,37.8,3,3,0,37,0,0,1,36,1,0,0,8,90,9,0,15,1,1,6,0,0,5
4,61.2,3,5,1,44,0,0,0,30,1,0,0,16,83,6,0,10,2,1,15,4,1,9
5,95.6,6,1,1,95,0,0,0,31,1,0,0,13,18,6,0,30,1,3,20,1,0,2
6,119.4,6,3,0,49,0,0,0,25,0,0,0,16,73,5,0,27,2,0,4,0,0,1
7,190.9,7,2,0,58,0,0,0,9,1,0,0,14,107,3,0,14,1,0,0,0,0,0
8,242.8,7,5,1,62,0,0,0,13,0,0,0,10,88,6,0,6,4,1,0,2,0,2
9,317.1,4,0,0,34,0,0,0,19,0,0,0,10,129,6,0,18,1,0,2,0,0,0
10,366.2,3,0,0,20,0,0,0,12,0,0,0,13,97,0,1,54,0,0,0,1,0,0
11,442.2,11,0,0,28,0,0,0,10,0,0,0,7,107,4,0,39,2,0,2,0,0,0
12,490.5,3,1,0,21,0,0,0,27,0,0,0,11,106,3,0,32,1,0,1,1,0,0
13,561.8,4,0,2,46,0,0,0,47,0,0,1,5,77,2,0,30,1,0,1,2,0,0
14,611.8,0,0,1,65,0,0,0,46,0,0,0,11,90,1,0,17,1,0,1,1,0,0
15,684,0,0,0,38,0,0,0,20,0,1,0,9,117,2,0,32,0,1,0,1,0,0
16,733.3,5,0,1,38,1,0,0,7,0,0,0,29,97,3,0,20,0,0,0,0,0,0
17,808.2,4,0,1,26,0,0,0,29,0,0,0,14,109,1,0,20,0,0,1,0,0,0
18,857.3,0,4,0,21,0,0,0,16,0,0,0,4,140,1,0,14,0,0,0,1,0,0
19,956,4,1,1,38,0,0,0,19,0,1,0,4,103,1,0,32,2,0,0,0,0,0
20,1014.2,2,0,0,42,0,0,0,16,0,0,0,8,117,2,0,21,0,0,0,2,0,0
21,1105.1,7,2,0,19,0,0,0,9,0,0,0,13,135,3,0,15,1,0,0,1,0,0
22,1164.5,1,3,1,95,0,0,0,15,0,1,0,4,41,11,0,34,0,0,1,1,0,0
23,1250.8,0,0,2,27,1,0,0,0,1,0,0,1,161,2,0,7,1,1,1,1,0,0
24,1310.1,2,2,0,54,0,0,0,5,0,0,0,7,103,8,0,25,0,0,0,0,1,0
25,1397.9,1,2,0,63,0,0,0,6,0,0,0,6,94,3,0,28,0,0,1,0,0,0
26,1442.8,0,0,0,31,0,0,0,3,0,0,1,5,149,4,0,15,0,0,0,0,1,0
27,1512,6,0,0,40,0,0,0,2,1,0,0,8,119,5,0,31,1,1,1,0,0,0
28,1585.7,4,2,0,31,1,0,0,3,0,0,0,12,130,7,0,12,0,0,1,3,0,1
29,1693.8,6,0,0,59,0,0,0,3,0,0,0,11,129,2,0,2,1,0,1,1,0,0
30,1766.4,4,2,5,45,0,0,0,6,0,0,0,9,130,5,0,2,1,0,0,0,0,1
31,1875.1,1,1,2,59,1,0,0,4,0,0,0,6,114,7,1,5,0,0,0,2,0,1
32,1945.6,2,2,2,59,1,0,0,5,0,0,0,12,120,10,0,5,1,1,1,0,0,3
33,2057.1,2,0,1,40,1,0,0,4,1,0,0,7,141,3,0,6,1,0,1,2,0,0
34,2129.6,1,5,1,50,0,0,0,3,0,3,0,5,126,12,0,7,2,0,2,0,0,0
35,2231.6,8,2,2,34,0,0,0,0,0,1,0,2,146,6,0,11,2,0,1,0,0,0
36,2290.4,1,4,3,43,1,0,0,0,0,0,0,9,134,5,0,4,1,0,0,1,0,0
37,2372.8,3,1,1,60,0,0,0,2,0,0,0,6,123,7,0,3,0,2,0,3,0,0
38,2427.5,2,0,2,25,0,0,0,2,0,0,0,9,151,5,0,5,0,0,1,0,0,0
39,2454.9,3,0,0,23,0,0,0,1,0,0,0,2,161,5,0,11,0,0,0,0,0,1
40,2549.9,1,0,4,54,1,0,1,3,0,0,0,6,125,5,0,6,1,1,1,2,0,0
41,2605.6,4,0,0,28,0,0,0,1,0,0,0,9,148,8,0,10,1,0,1,1,0,0
42,2688.8,1,1,0,21,0,0,0,0,0,0,0,5,169,4,0,3,1,0,1,1,0,0
43,2743.5,2,1,3,44,0,0,0,2,0,0,0,2,142,5,0,5,1,0,2,0,0,0
44,2827.7,0,0,1,22,0,0,0,1,0,0,0,6,163,6,0,4,1,0,0,0,0,0
45,2894.4,0,1,1,24,0,0,0,3,0,0,0,0,192,3,0,2,1,1,1,2,0,0
46,3014.3,0,0,0,26,0,0,0,1,0,0,0,2,163,6,0,2,0,0,1,0,0,1
47,3093,0,0,5,34,0,0,0,1,0,0,0,3,193,6,0,4,4,0,1,1,0,0
48,3211.9,0,0,4,20,0,0,0,0,0,0,0,2,172,6,0,0,0,0,2,0,0,0
49,3290.9,0,0,2,23,0,0,0,2,0,0,1,3,197,3,0,2,1,0,0,2,0,1
50,3406.8,1,2,1,27,1,0,0,2,0,0,0,4,165,5,0,2,0,0,2,2,0,0
51,3483.7,1,1,0,32,0,1,0,0,0,0,0,2,221,1,0,1,1,0,2,1,0,0
52,3599.9,2,0,5,28,0,1,0,2,0,1,0,2,164,11,1,2,1,0,0,1,0,0
53,3679.3,0,2,0,17,0,0,0,2,0,0,0,3,193,7,3,1,0,0,1,0,0,1
54,3796.2,0,1,0,16,0,0,0,1,0,0,0,9,165,13,0,2,2,1,0,0,1,0
55,3835.8,0,1,3,40,0,0,0,4,0,0,0,0,178,15,0,1,3,1,0,0,0,2
56,3875.6,0,1,3,24,0,1,0,0,2,0,0,2,192,13,0,2,2,0,2,0,0,3
57,3916.2,0,1,6,29,0,0,0,2,1,0,0,3,232,7,0,1,3,1,0,0,0,2
58,3956.7,0,0,1,12,1,0,0,0,1,0,0,2,205,7,0,0,0,0,3,0,0,0
59,3998.6,0,1,2,26,1,0,1,1,0,1,0,1,168,5,0,2,0,0,0,0,0,0
60,4020.5,0,0,1,8,0,0,0,0,0,0,0,0,222,3,0,1,1,1,1,0,0,0
61,4042.7,0,0,0,18,0,0,0,0,0,0,0,2,240,10,0,1,1,0,3,0,0,1
62,4064.7,0,0,2,10,0,0,0,1,0,0,0,3,235,1,0,0,0,0,4,0,0,0
63,4088.2,2,1,2,13,0,1,0,1,0,0,2,3,208,10,0,0,1,0,2,2,0,1
64,4114,0,0,0,5,0,0,0,0,0,0,0,0,230,1,0,0,0,0,0,0,0,0
65,4164.7,0,0,0,3,0,0,0,0,0,0,0,2,253,2,0,1,0,0,2,0,0,2
66,4239.9,0,1,0,11,0,0,0,1,0,0,1,0,193,2,0,0,2,1,0,2,0,0
67,4337.7,3,0,0,23,0,0,0,1,0,0,0,2,161,5,0,11,0,0,0,0,0,1
68,4361.9,1,0,0,2,0,0,0,1,0,0,0,0,204,0,0,0,0,0,0,0,0,0
69,4485,0,0,0,12,0,0,0,1,0,1,0,3,186,3,0,0,1,0,0,1,0,0
70,4612.6,0,0,0,3,1,0,0,0,0,0,0,1,192,4,0,2,0,1,0,0,0,0
71,4736.4,0,0,0,4,0,0,0,0,0,1,0,0,195,1,0,1,0,0,0,0,0,1
72,4850.6,0,0,1,1,0,0,0,0,0,0,0,0,203,1,0,0,0,0,0,0,0,0
73,4947.6,0,1,0,5,0,0,0,0,0,0,0,2,189,4,0,3,1,0,0,0,0,2
74,5044.3,0,2,0,2,0,0,0,1,0,0,1,0,189,3,0,7,0,0,0,0,0,0
75,5141.3,0,1,2,6,0,0,0,1,0,0,0,3,173,4,0,15,2,0,0,0,1,0
76,5222.3,0,0,1,6,0,1,0,0,0,0,0,1,210,1,0,2,1,0,0,2,0,0
77,5339,0,0,0,2,0,0,0,0,0,0,0,4,248,3,0,4,0,0,0,0,0,0
78,5549,0,1,1,9,1,1,0,0,1,0,1,3,186,5,0,0,6,0,0,0,1,0
79,5914.8,0,1,1,19,2,1,0,0,0,0,3,1,199,8,0,0,2,0,1,0,0,0
80,6055.8,2,0,0,5,0,0,0,0,1,0,0,3,204,6,0,0,0,0,0,0,0,0
81,6262.5,0,0,2,20,0,0,0,0,0,0,0,1,163,9,0,0,7,0,0,0,0,2
82,6401,0,0,1,10,0,0,0,0,0,0,2,3,200,7,0,0,5,0,2,1,1,1
83,6622.7,0,0,0,9,0,1,0,0,1,1,0,2,204,10,0,0,1,0,0,0,1,1
84,6768.9,0,0,2,4,0,0,1,0,0,0,0,2,192,3,0,0,1,1,1,1,0,0
85,6986.3,0,2,1,8,0,0,0,1,1,0,0,3,164,10,0,1,3,1,0,0,1,0
86,7024.8,0,2,1,10,0,1,0,0,1,0,1,3,212,4,0,1,0,1,1,1,0,2
87,7336.7,1,0,0,9,0,0,1,0,1,0,3,4,166,14,0,0,4,1,1,1,1,1
88,7531.8,0,0,0,10,0,0,0,0,1,0,3,2,184,7,0,0,2,0,0,1,0,0
89,7730.5,0,0,0,24,0,0,0,0,0,1,1,5,206,3,1,0,1,0,0,0,0,2
90,7931.7,3,0,1,12,1,0,0,0,3,0,0,7,193,2,0,0,0,0,0,4,3,1
91,8126.6,2,0,0,14,0,0,0,0,1,0,0,10,151,10,0,0,4,0,3,1,1,3
92,8523.7,3,1,3,12,2,0,0,0,2,0,1,19,142,12,1,0,5,1,3,3,1,1
93,8918.4,2,0,0,6,1,0,0,0,0,0,0,14,161,5,0,1,3,1,1,4,0,1
94,9116.7,2,1,0,9,2,0,0,0,0,0,0,13,184,11,0,0,3,1,0,2,0,1
95,9317.8,2,1,0,8,0,1,0,0,1,0,2,9,155,12,0,0,2,0,2,2,0,0
96,9709.9,0,1,0,5,0,0,1,0,2,0,0,27,150,6,0,0,5,1,1,6,0,2
97,10109.4,0,0,1,6,0,0,3,0,2,0,1,104,111,15,0,0,2,0,4,9,0,0
98,10306.4,1,0,0,4,0,0,1,0,1,0,0,50,47,11,0,0,1,0,0,4,0,0
1,-29.1,2,3,6,21,0,0,0,0,2,0,1,2,13,10,0,3,3,0,14,3,4,4
2,28.3,0,3,4,56,0,0,0,0,0,0,2,3,12,0,0,25,2,0,13,0,1,3
3,162.5,0,5,6,46,0,1,0,0,1,0,3,0,65,2,0,6,3,0,3,1,0,1
4,1957.6,0,1,1,27,0,0,0,0,0,0,2,1,53,1,0,19,1,0,1,0,0,0
5,2966.4,1,1,1,54,0,0,0,0,3,0,1,0,67,1,0,0,3,0,2,1,2,0
6,3815.7,0,7,0,11,0,0,0,0,0,1,1,0,98,2,0,0,0,0,0,0,0,0
7,4717,0,5,17,7,0,1,0,0,0,0,0,0,112,4,0,0,2,0,7,4,1,3
8,5369.4,0,0,1,8,0,0,0,0,1,0,2,0,93,6,1,0,3,0,0,0,1,0
9,5958,0,9,0,11,0,0,0,0,2,2,14,0,53,3,2,0,3,0,1,0,0,1
10,6554.8,0,1,1,6,0,0,0,0,0,1,3,1,84,1,1,0,3,0,0,2,0,0
11,7148.4,5,0,1,18,1,0,0,0,2,1,1,0,64,2,0,0,1,0,3,0,1,0
12,7745.1,0,2,2,7,1,1,0,0,1,0,2,0,57,9,2,0,0,0,7,5,1,0
13,8349.8,1,2,4,10,0,1,0,0,4,0,2,0,91,3,0,0,7,0,0,3,0,0
14,8967.4,1,1,3,17,1,0,0,0,3,0,1,0,74,7,0,0,3,0,3,2,1,0
15,9650.7,5,3,3,14,0,2,0,0,0,1,1,4,48,7,0,0,0,0,1,3,3,2
16,10334.6,4,0,2,30,2,0,0,0,6,1,3,4,29,6,0,0,7,0,1,2,0,0
17,11040,3,0,2,31,1,0,0,0,5,3,4,5,35,6,0,0,23,0,1,0,0,0
18,11381.2,2,4,0,4,0,1,0,0,9,0,6,0,41,4,0,0,8,0,2,1,1,0
19,12079,5,0,2,34,2,0,0,0,0,1,4,9,42,3,0,0,10,0,0,0,0,0
20,12428,1,0,4,11,0,0,0,0,0,5,1,3,56,4,0,0,9,0,1,2,1,0
21,13123.4,0,0,5,7,0,3,0,0,0,2,1,60,1,2,0,0,3,0,0,2,0,0
1,-28.9,3,9,6,52,0,3,0,0,4,2,0,1,53,13,0,2,0,0,42,3,2,12
2,466.5,1,6,3,92,0,1,0,0,4,3,2,5,71,9,0,65,4,0,10,1,1,2
3,944.2,0,3,3,97,2,1,0,0,4,3,4,2,78,8,1,89,2,0,6,5,0,0
4,1394.5,2,5,4,74,0,0,0,1,1,1,0,2,108,3,1,60,5,0,0,0,0,0
5,1877.6,0,4,2,66,1,0,0,0,1,4,1,1,188,12,1,17,2,0,0,2,0,1
6,2360.8,2,2,4,119,0,0,0,2,1,1,8,0,126,10,1,59,5,0,0,1,0,1
7,2838.1,4,11,8,57,0,0,0,0,4,2,8,2,180,21,1,1,4,0,0,1,1,0
8,3484.1,4,6,6,82,3,1,0,0,5,9,2,0,142,26,1,0,5,0,3,2,1,1
9,4103.2,2,10,23,17,0,1,0,0,9,3,9,1,208,15,5,0,6,0,5,9,1,5
10,4728.3,0,13,9,18,0,0,0,0,4,2,15,0,184,34,0,0,9,0,1,2,0,1
11,5343.6,0,7,2,10,0,2,0,0,5,4,5,0,236,13,2,0,13,0,3,1,0,1
12,5967,2,12,4,9,0,0,0,0,4,0,14,0,194,31,0,0,27,0,5,4,2,2
13,6598.7,2,5,3,10,0,1,0,0,0,2,12,3,240,14,1,0,8,0,5,0,2,1
14,7223.8,1,2,1,1,0,0,0,0,4,1,9,0,251,7,0,0,7,0,5,2,3,1
15,7536.3,2,25,5,25,0,2,0,0,3,2,43,1,73,35,3,0,30,0,7,3,1,0
16,7637.8,0,7,8,3,1,3,0,0,4,0,36,0,182,25,2,0,20,0,4,2,2,3
17,8425.3,2,21,2,38,0,2,0,0,11,2,30,0,136,35,3,0,19,0,6,3,3,0
18,8604.2,5,24,1,8,0,1,0,0,10,2,17,0,185,11,1,0,12,0,8,3,1,1
19,9326.3,2,3,0,8,0,1,0,0,3,1,14,0,254,0,1,0,4,0,0,3,2,0
20,9685.6,4,10,7,28,0,3,0,0,10,5,11,0,156,20,0,0,16,0,1,5,1,7
21,9969,10,9,1,21,1,1,0,0,2,4,13,3,217,8,2,0,8,0,0,2,0,0
22,10768.9,5,2,2,32,0,1,0,0,2,1,3,0,209,8,0,0,7,0,9,5,0,2
23,11135.7,5,4,10,38,0,0,0,0,3,1,5,3,200,20,0,0,25,0,1,4,0,0
24,11496.2,0,4,6,23,3,0,0,0,6,6,2,2,96,27,0,0,16,0,13,6,5,17
25,11857.8,0,6,16,32,4,1,0,1,8,3,6,2,140,17,0,0,49,0,14,6,5,4
26,12221.4,8,4,10,84,4,0,0,0,10,5,8,1,72,17,3,0,51,0,0,13,1,0
27,12764.9,1,1,7,25,0,1,0,0,20,8,8,150,20,5,0,0,12,0,4,10,1,4
28,13480.4,1,1,5,13,2,3,0,0,3,7,2,127,1,6,0,0,7,0,10,20,4,6
1,-17.4,2,4,5,106,0,0,0,3,1,3,7,8,57,29,0,4,3,4,23,5,0,14
2,25.3,5,9,16,47,0,2,0,3,9,0,3,8,42,22,0,7,13,6,64,3,0,6
3,54.8,1,5,4,82,2,0,0,5,6,5,6,12,87,25,0,48,14,5,50,3,2,13
4,69.1,1,10,3,60,2,1,0,1,1,4,3,8,54,19,0,37,8,1,18,0,2,3
5,83.5,3,6,17,91,1,0,0,4,4,6,4,12,69,21,0,42,7,0,31,5,2,14
6,98.9,3,9,1,119,0,0,0,4,3,2,9,9,60,24,3,39,5,1,26,1,3,2
7,114.4,3,11,4,110,1,0,0,2,2,8,9,7,77,30,2,54,8,1,7,5,0,1
8,231.3,3,5,4,92,0,1,0,7,2,4,5,13,71,31,1,25,6,0,2,3,0,1
9,877.2,2,9,9,97,4,2,0,7,9,2,20,10,59,48,2,20,24,0,5,4,2,2
10,1527.2,5,21,4,79,2,0,0,30,3,2,15,6,63,32,4,37,12,1,3,3,2,3
11,2170.8,2,16,4,91,1,0,0,18,5,1,15,9,92,14,2,66,10,0,2,5,0,0
12,2831.9,0,19,1,144,1,0,0,19,4,1,7,2,74,25,7,51,17,1,1,1,0,0
13,3158.8,2,8,1,94,1,0,0,7,2,3,14,5,107,41,6,43,9,0,0,4,1,2
14,3482.7,4,35,1,105,0,2,0,8,4,5,18,1,127,34,6,27,7,2,4,5,0,0
15,3806,1,9,6,31,2,0,0,6,11,2,11,0,156,52,6,16,10,1,1,3,3,0
16,4133.9,2,27,7,63,3,0,0,4,7,2,15,4,201,54,3,10,11,0,10,4,0,1
17,4470.3,1,21,10,36,0,1,0,1,10,4,11,6,187,30,0,9,11,1,1,4,0,1
18,4854.9,1,12,2,42,1,0,0,0,10,2,11,5,164,41,1,20,9,0,2,2,0,1
19,5237.7,2,11,8,50,0,0,0,1,8,9,19,2,164,33,1,7,7,0,4,2,1,0
20,5632.4,2,5,3,18,0,0,0,2,3,2,11,1,260,28,1,5,7,4,4,1,1,1
21,6432.8,1,13,5,17,0,1,0,1,2,3,14,1,378,31,1,2,8,2,4,5,0,2
22,6854.4,2,13,4,17,1,0,0,1,6,0,13,2,288,26,0,1,16,3,6,2,0,0
23,7262.9,1,8,1,42,0,0,0,0,6,6,19,3,250,41,0,1,10,0,2,2,1,0
24,7669.7,2,5,8,38,1,3,0,0,5,4,11,7,412,18,0,0,13,1,5,5,2,2
25,8082.1,0,2,1,18,3,0,0,0,2,0,9,1,472,18,0,0,13,0,5,5,1,1
26,8502.9,2,2,1,23,2,1,0,0,5,2,4,6,461,15,0,1,13,0,3,5,2,1
27,8918.7,4,1,2,38,1,2,0,0,7,0,7,23,239,32,1,0,14,1,4,7,0,0
28,9751.2,5,2,0,29,4,0,0,0,6,7,14,31,292,42,0,0,17,0,3,12,1,3
29,10575.4,0,0,0,3,0,0,0,0,3,5,1,196,90,17,0,0,11,0,1,6,0,0
30,11174.5,1,0,1,6,0,0,0,0,1,0,2,66,15,3,0,0,0,2,1,24,4,2
31,11959.8,0,0,0,2,0,1,0,0,10,0,11,43.5,2,10,0,0,1,0,3,7,1,0
1,9363.8,5,0,72,181,2,1,11,0,3,15,3,69,381,23,0,1,22,7,17,24,1,10
2,9483.8,3,4,7,75,1,2,5,0,7,6,5,69,450,27,1,0,59,6,4,11,4,8
3,9601,3,2,37,91,2,1,7,0,3,9,9,41,465,20,1,0,35,10,11,18,2,15
4,9723,3,2,43,149,1,4,3,0,7,10,9,57,525,27,1,1,24,10,14,25,2,20
5,9841.2,11,2,9,172,2,3,6,0,14,16,8,112,468,25,0,0,37,14,7,22,2,9
6,9961.9,2,5,10,131,7,3,3,0,6,16,14,133,508,31,0,1,71,3,17,21,1,14
7,10149,1,1,4,90,2,7,7,0,7,21,12,120,578,40,0,0,43,2,5,13,2,3
8,10408.6,3,4,3,49,4,3,10,0,12,27,15,149,408,43,0,0,82,6,12,21,4,8
9,10557.2,1,4,4,50,3,3,7,0,22,26,17,221,165,48,0,0,56,4,17,24,2,19
10,10705.1,7,2,3,36,3,3,16,0,27,25,6,237,199,48,0,0,57,7,16,33,3,25
11,11057.8,3,6,5,34,3,5,19,0,24,30,10,286,206,56,0,0,69,8,9,51,5,13
12,11423.2,2,2,1,27,4,3,10,0,30,24,13,229,187,31,0,0,45,2,13,31,1,16
13,11749.9,7,6,6,47,0,4,33,0,44,21,6,344,199,34,0,0,44,4,11,34,3,11
14,12018.4,2,5,3,61,0,4,19,0,36,13,10,245,113,18,0,0,44,1,5,42,8,21
15,12153.5,5,1,9,133,0,7,24,1,39,32,6,389,151,60,0,0,57,9,11,56,9,29
16,12290,3,5,12,139,0,2,19,0,48,16,5,256,80,45,0,0,46,8,8,50,9,27
17,12468.1,3,0,12,202,0,1,14,0,22,13,9,260,42,24,0,0,35,7,9,56,4,16
18,12646.1,3,6,8,347,0,7,17,0,27,14,1,244,27,27,0,0,12,4,5,52,9,12
19,13219.9,2,1,9,272,0,1,20,0,11,5,2,175,22,21,0,0,8,6,7,104,7,19
20,13788.4,1,3,2,101,1,2,19,0,55,2,11,251,9,29,0,1,6,9,38,95,11,23
21,14093,1,1,2,19,0,2,17,0,67,2,1,271,3,31,0,0,2,9,72,125,17,23
22,14393.6,1,6,8,14,0,8,13,0,54,1,5,214,17,33,0,0,10,9,54,115,13,33
23,14680.6,1,8,7,13,1,1,14,0,29,0,1,228,12,10,0,0,2,3,60,99,9,27
24,14966.8,0,7,3,14,1,2,20,0,21,0,2,335,10,26,0,0,4,2,57,93,19,31
25,15257.3,3,12,12,30,0,3,30,0,29,1,5,189,15,18,0,0,2,5,102,146,22,40
26,15536,0,4,11,6,0,0,17,0,19,1,2,114,12,6,0,1,0,1,19,70,14,34
27,15785.3,0,1,7,3,0,2,3,0,20,0,0,69,12,5,0,0,2,3,8,173,8,33
28,16031,0,3,2,5,0,3,4,0,3,1,1,54,17,9,0,0,1,6,7,132,16,22
29,16277.6,0,0,8,2,0,3,11,0,2,2,0,76,11,5,0,0,1,2,13,126,10,30
30,16527,0,0,4,25,0,3,7,0,9,0,2,63,25,2,0,0,1,4,9,99,4,15
31,16777.7,0,1,10,5,0,2,10,0,20,0,1,137,16,0,0,1,2,3,5,81,11,19
32,17026.8,0,3,9,6,0,1,15,0,10,0,2,120,11,4,0,0,2,7,8,101,11,36
33,17276.5,0,0,4,6,0,1,7,0,5,0,1,64,12,3,0,0,1,3,6,52,8,19
34,17524.5,0,2,5,7,0,1,10,0,14,1,0,126,14,3,0,0,0,3,9,59,5,18
35,17774.5,0,0,10,2,0,2,20,0,15,0,0,130,26,4,0,0,1,0,8,108,4,32
36,18026.4,1,1,13,12,0,2,5,0,2,0,1,130,15,1,0,0,1,3,10,57,10,40
37,18265.8,0,0,5,6,0,2,2,0,1,0,0,102,22,4,0,0,3,4,4,68,4,27
38,18515,0,0,2,1,0,2,2,0,1,1,0,143,17,1,0,0,4,1,4,66,9,38
39,18761.9,0,0,6,7,0,0,3,0,2,0,1,113,17,2,0,0,0,2,7,91,12,22
40,18761.9,0,0,18,6,0,0,8,0,2,1,0,61,23,3,0,0,2,3,7,55,7,17
1,2366.2,1,17,5,34,1,0,16,28,2,5,4,12,243,6,1,65,10,1,3,1,0,2
2,2472.1,2,11,3,35,1,1,25,13,5,4,1,11,326,11,0,56,12,0,2,1,0,1
3,2640.6,2,8,7,41,0,0,12,21,1,3,7,7,297,10,0,34,4,1,1,4,0,1
4,2824.2,1,10,4,39,1,0,22,14,3,3,4,11,350,14,1,38,6,0,1,2,0,2
5,2999.3,2,10,6,40,0,0,20,14,3,5,1,4,322,12,0,26,5,1,3,3,0,3
6,3176.9,2,5,5,50,0,0,25,19,3,11,6,1,320,7,1,29,10,1,3,3,0,1
7,3369.2,2,6,7,27,3,1,21,10,1,1,3,6,384,13,0,15,8,0,0,2,0,1
8,3595.7,1,7,4,25,0,0,17,8,3,2,7,4,355,16,2,8,10,2,2,1,0,1
9,3818.5,3,5,4,31,1,0,17,11,1,4,8,4,377,16,0,5,7,0,1,0,0,0
10,4043,2,4,2,19,2,1,18,2,0,0,7,8,386,10,1,4,12,0,0,1,0,0
11,4262.6,1,7,9,26,1,0,21,7,1,4,3,7,468,22,0,8,11,0,4,1,0,0
12,4484,3,3,8,13,1,0,15,7,4,5,6,8,421,16,1,9,6,1,5,3,0,2
13,4700.7,1,2,5,26,0,0,6,6,1,5,2,3,431,14,1,6,8,0,0,4,0,2
14,4920.5,1,7,6,22,1,0,22,5,0,1,4,2,394,8,0,6,8,0,0,0,2,0
15,5207.1,2,5,2,13,2,0,18,1,1,4,7,8,364,14,0,7,5,0,0,2,0,0
16,5497,1,4,7,15,1,0,14,3,1,5,8,7,408,23,3,6,9,1,2,3,1,1
17,5800.3,1,5,4,18,0,1,14,3,0,2,3,6,414,12,0,11,5,0,2,2,0,0
18,6090.3,1,4,8,13,0,2,14,5,0,4,1,3,459,13,0,12,7,0,1,4,0,0
19,6383.7,1,2,3,14,0,0,9,1,1,1,1,6,405,8,0,12,9,0,6,3,0,3
20,6611.3,1,4,3,12,0,0,8,0,4,1,5,1,430,17,0,9,10,1,1,1,1,0
21,7035.3,2,2,5,11,0,0,4,0,0,5,4,7,484,11,0,4,6,1,2,0,0,1
22,7192.8,0,0,2,4,0,1,8,3,1,5,3,2,419,9,0,3,9,0,1,0,0,1
23,7456.8,1,2,0,7,1,1,3,1,0,3,3,0,483,8,0,1,6,1,3,1,0,1
24,7716.6,1,2,0,5,0,1,7,0,1,2,7,2,464,9,1,2,5,0,2,0,0,0
25,7979.5,1,3,2,6,1,0,6,1,1,0,7,5,442,5,0,1,7,1,5,1,0,0
26,8240.1,0,4,1,4,2,0,4,1,0,0,2,2,491,13,0,2,9,0,1,4,0,2
27,8499.2,7,0,1,0,1,0,0,0,2,2,2,5,356,11,0,0,8,1,0,5,0,1
28,8985.1,2,2,2,17,0,0,0,0,0,2,5,20,333,18,0,0,14,2,6,3,0,3
29,9545.9,3,0,0,12,0,1,0,1,0,0,7,28,374,16,0,0,6,0,3,2,0,2
30,10117.2,5,0,0,5,1,1,0,0,0,4,3,48,436,11,0,0,4,0,0,5,0,0
31,10683.6,7,3,2,7,0,0,1,0,2,1,5,35,405,13,1,0,5,1,3,3,1,2
