Sample,YrBP,Abies,Acer,Alnus,Betula,Carya,Corylus,Cupressaceae,Fagus,Fraxinus,Larix,Ostrya.Carpinus,Picea,Pinus,Quercus,Tilia,Tsuga,Ulmus,Amaranthaceae,Ambrosia,Artemisia,Asteraceae,Poaceae
site_10034_15032_1,0,0.02275017,0.009694584,0.026833849,0.206767568,0.001257416,0.000614483,0.003868231,0.00022122,0.001629914,0,0.000369372,0.093505772,0.496216896,0.027553436,0,0.05550428,0.008980562,0.005022811,0.020167138,0.008718367,0.001692943,0.008630988
site_10034_15032_2,100,0.022471687,0.009249815,0.02743758,0.208839683,0.001198141,0.000624147,0.003891337,0.000263951,0.001473957,0,0.000351842,0.092062859,0.497044775,0.027793521,0,0.055338892,0.009421183,0.004599613,0.019445504,0.008438069,0.001746244,0.008307201
site_10034_15032_3,200,0.021811453,0.008765265,0.027977097,0.210956432,0.0012361,0.000729314,0.004005922,0.000327444,0.001292854,0,0.000407753,0.089260265,0.499863779,0.028314137,0,0.055269357,0.00938132,0.00408138,0.017975893,0.008426152,0.001904767,0.008013315
site_10034_15032_4,300,0.021240229,0.008477504,0.0275252,0.21388692,0.001131616,0.000946434,0.004160643,0.000320021,0.001120621,0,0.000525167,0.085422465,0.503630016,0.028826472,0,0.054517178,0.008998383,0.003647716,0.016914143,0.008871299,0.001905279,0.007932694
site_10034_15032_5,400,0.020353846,0.007858765,0.02644101,0.217277128,0.000946905,0.001236059,0.004316797,0.000303197,0.000827643,0,0.000661708,0.079158191,0.511929831,0.029195004,0,0.054236424,0.00820323,0.003102462,0.014926289,0.009494917,0.001876678,0.007653915
site_10034_15032_6,500,0.018973437,0.006616557,0.024393604,0.21815526,0.000756079,0.001564008,0.004195327,0.000282034,0.000484396,0,0.000679928,0.069095383,0.530532341,0.028608468,0,0.056243169,0.006880558,0.00237324,0.011408051,0.009629971,0.001966661,0.007161529
site_10034_15032_7,600,0.017145257,0.005168619,0.019964326,0.215719364,0.000701192,0.001929981,0.004154222,0.000167462,6.69E-05,0,0.000698205,0.055545757,0.559102696,0.025955628,0,0.061816216,0.004251596,0.001894566,0.006833719,0.01007454,0.002100429,0.006709371
site_10034_15032_8,700,0.017722344,0.00480232,0.016683665,0.20905733,0.000678153,0.001695698,0.004130121,0,0,0,0.000509658,0.052571676,0.571991044,0.021752218,0,0.068995255,0.00313416,0.002571837,0.005659736,0.009842704,0.001782037,0.006420045
site_10034_15032_9,800,0.018448764,0.004722569,0.016113493,0.20089578,0.000934055,0.001329482,0.003882297,0,0,0,0.000219433,0.054707843,0.576272567,0.018054674,0,0.077320697,0.003529732,0.003043914,0.004504063,0.008538415,0.001711965,0.005770257
site_10034_15032_10,900,0.019032546,0.004927211,0.015861153,0.195926668,0.00126994,0.001131908,0.003656198,0,9.51E-05,0,0,0.054880373,0.578072167,0.014502036,0,0.085438481,0.004661698,0.002937159,0.003431288,0.00697784,0.001792455,0.00540575
site_10034_15032_11,1000,0.020306066,0.005657731,0.016053367,0.197449827,0.001362387,0.001067545,0.003516207,0,0.00037767,0,0,0.054200624,0.572247961,0.012766223,0,0.090414632,0.006143511,0.002801049,0.002607883,0.006249446,0.001589418,0.005188453
site_10034_15032_12,1100,0.02167736,0.006613739,0.01539925,0.198672394,0.001147917,0.001168539,0.002838695,0,0.000708672,0,0,0.05398338,0.567424177,0.011810311,0,0.094748185,0.007467599,0.002962933,0.001690778,0.00582225,0.001147917,0.004715906
site_10034_15032_13,1200,0.021222662,0.007545487,0.013995806,0.207319471,0.000834459,0.001261764,0.00280798,0,0.001230933,0,0,0.05007893,0.564780373,0.01205293,0,0.093394304,0.008891113,0.002745244,0.001073264,0.005305337,0.000834459,0.004625484
site_10034_15032_14,1300,0.020130594,0.008612154,0.013058177,0.223114203,0.000538831,0.001008654,0.003266183,0,0.001876888,0,0,0.044081306,0.562104497,0.01221043,0,0.087023416,0.010242004,0.002338412,0.000538831,0.004619641,0.000725445,0.004510334
site_10034_15032_15,1400,0.018856261,0.009726375,0.012461713,0.235356337,0.00030669,0.000696291,0.003802692,0,0.002272625,0,0,0.040234846,0.563374767,0.013061183,0,0.077029157,0.010211863,0.002060287,0.000573812,0.004708252,0.000775924,0.004490925
site_10034_15032_16,1500,0.017228306,0.01112116,0.012134468,0.243183489,0.000361782,0.000428934,0.004758062,0,0.002512293,0,0,0.037471798,0.568732282,0.014753232,0,0.063480785,0.009107626,0.001480375,0.001447127,0.005564072,0.001108567,0.005125642
site_10034_15032_17,1600,0.015822137,0.011998503,0.012381036,0.248095149,0.000590862,0.000162767,0.005771407,0,0.00259707,0,0,0.035542447,0.573526261,0.015906463,0,0.052729503,0.00801503,0.000873839,0.002363449,0.006245854,0.001550663,0.00582756
site_10034_15032_18,1700,0.016690966,0.012539827,0.013492875,0.246731816,0.000810367,0,0.005681597,0,0.002363714,0,0,0.035681736,0.578852647,0.016111297,0,0.045877134,0.006628139,0.000427091,0.003241469,0.006779983,0.002168272,0.005921071
site_10034_15032_19,1800,0.018642589,0.012682906,0.014364174,0.240417902,0.001069818,0,0.00544677,0,0.002120873,0,0,0.036579455,0.583354864,0.016613103,0,0.04252338,0.005340631,0.000175365,0.004279273,0.007538057,0.002644824,0.006206018
site_10034_15032_20,1900,0.020725757,0.012363036,0.014799446,0.236023592,0.001311514,0,0.005442265,0,0.001971234,0,0,0.035945203,0.586197892,0.016968953,0,0.041164231,0.004423499,5.46E-05,0.005136772,0.008115116,0.002955275,0.006401572
site_10034_15032_21,2000,0.022663545,0.010933091,0.01447633,0.238262257,0.001416048,0,0.005221093,0,0.001816793,0,0,0.032243633,0.585554093,0.015598248,0,0.04618652,0.004130918,0.000347289,0.004969611,0.007860311,0.002896408,0.005423812
site_10034_15032_22,2100,0.024944182,0.009250149,0.014096046,0.240897005,0.001539076,0,0.004960789,0,0.001635026,0,0,0.02788715,0.584796387,0.013985026,0,0.052097395,0.003786569,0.000691715,0.004772875,0.007560423,0.002827125,0.00427306
site_10034_15032_23,2200,0.024846743,0.007746741,0.012028406,0.248447642,0.001922359,0,0.004760651,0,0.001922359,0,0,0.021816043,0.581215112,0.014439724,0,0.057120126,0.003400606,0.001329646,0.005238403,0.007594901,0.002261782,0.003908757
site_10034_15032_24,2300,0.022627751,0.006708191,0.009165431,0.25970129,0.002364638,0,0.004207567,0,0.002364638,0,0,0.015926364,0.576508255,0.015802528,0,0.061149538,0.003009814,0.002114538,0.005812915,0.007374881,0.001463285,0.003698377
site_10034_15032_25,2400,0.020200702,0.006338584,0.006921863,0.268418758,0.002721791,0,0.003460931,0,0.002721791,0,0,0.01245709,0.572943501,0.017381609,0,0.063070733,0.002657575,0.002721791,0.006402799,0.007050294,0.000849179,0.003681008
site_10034_15032_26,2500,0.01713458,0.007994071,0.005814254,0.267921144,0.002846577,0,0.002907127,0,0.003076534,0,0,0.013049957,0.576803962,0.020470964,0,0.058652824,0.002378716,0.002846577,0.007082194,0.006060108,0.000494838,0.004465573
site_10034_15032_27,2600,0.013650058,0.010340106,0.005046118,0.264160737,0.00284932,0,0.002523059,0,0.003471694,0,0,0.014221484,0.58470443,0.023593245,0,0.052869024,0.001980692,0.00284932,0.007474492,0.004916253,0.000102421,0.005247545
site_10034_15032_28,2700,0.011849635,0.012493962,0.005712032,0.256250922,0.002515549,0,0.002856016,0,0.003581484,0,0,0.016075446,0.595762491,0.024348882,0,0.048088723,0.001791403,0.002515549,0.006822501,0.003962521,0,0.005372886
site_10034_15032_29,2800,0.010687903,0.015272051,0.007708426,0.241535708,0.001874503,0,0.003803577,0,0.0034988,0,0,0.019074668,0.61296237,0.023736186,0,0.042211804,0.001825882,0.002077048,0.005372343,0.00313532,0.000101272,0.005122138
site_10034_15032_30,2900,0.00988702,0.018725335,0.010957338,0.219446148,0.001048704,0,0.005193074,0,0.003074051,0,0,0.023512957,0.635055973,0.022421025,0,0.034146038,0.002762276,0.002191085,0.003717304,0.002596537,0.00057119,0.004693946
site_10034_15032_31,3000,0.010456138,0.019406036,0.013389143,0.207962017,0.00057229,0,0.00683034,0,0.002702412,0,0,0.025963591,0.641088038,0.022537773,0,0.030194471,0.003804799,0.002519751,0.003935868,0.00341517,0.000973731,0.004248432
site_10034_15032_32,3100,0.010957315,0.01958729,0.015581293,0.199206736,0.000166122,0,0.008524193,0,0.00229328,0,0,0.028285386,0.643160256,0.02352599,0,0.026241734,0.005130126,0.002995187,0.004794525,0.004262096,0.001414533,0.003873935
site_10034_15032_33,3200,0.011205256,0.017900285,0.016852825,0.193878793,0.000320567,0.000320567,0.009408433,0,0.001822603,0,0,0.02932943,0.643752766,0.02705475,0,0.022122523,0.007027147,0.003183832,0.006109574,0.004383649,0.001591916,0.003735085
site_10034_15032_34,3300,0.011231984,0.016268076,0.017199846,0.192988938,0.000710439,0.000577624,0.010755682,0,0.001520128,0,0,0.028437935,0.642096337,0.030753393,0.000132814,0.019342711,0.007953373,0.003026857,0.007477479,0.004401774,0.001513428,0.003611181
site_10034_15032_35,3400,0.011200324,0.014425789,0.017263596,0.19417948,0.001222537,0.000820628,0.0132633,0,0.00140361,0,0,0.025937223,0.639230606,0.035387121,0.000401909,0.016993629,0.007894968,0.002214589,0.009116568,0.004605295,0.001107295,0.003331532
site_10034_15032_36,3500,0.011203334,0.013466763,0.017528665,0.190405219,0.00177959,0.001101846,0.015177956,0,0.001143558,0,0,0.023697242,0.643678268,0.038414802,0.000677744,0.01417324,0.007984832,0.001622593,0.009622452,0.0044539,0.000811297,0.003056701
site_10034_15032_37,3600,0.011261913,0.012844214,0.017835564,0.184472653,0.002351903,0.001375347,0.016723733,0,0.000924599,0,0,0.021373401,0.651602846,0.040675556,0.000976556,0.011348413,0.008032859,0.001090632,0.009575146,0.004202239,0.000545316,0.002787108
site_10034_15032_38,3700,0.011724793,0.013248192,0.018201584,0.175718606,0.002832132,0.001236436,0.018416898,0,0.001238806,0,0,0.017458326,0.662892284,0.041191433,0.001595696,0.008862105,0.007513281,0.00108768,0.009125523,0.004698885,0.00054384,0.002413499
site_10034_15032_39,3800,0.01234306,0.013446963,0.018624191,0.165397617,0.003269756,0.001079286,0.019059027,0,0.00172698,0,0,0.013892892,0.67618943,0.041239784,0.00219047,0.006497007,0.007367698,0.001323573,0.008358247,0.005187752,0.000661787,0.002144479
site_10034_15032_40,3900,0.013302149,0.013497657,0.019297402,0.150264928,0.003545367,0.000897621,0.016747795,0,0.002476013,0,0,0.011977206,0.695347438,0.039458472,0.002647747,0.004305502,0.008447492,0.002380996,0.006547055,0.005485527,0.001190498,0.002183136
site_10034_15032_41,4000,0.013789417,0.012779972,0.019665438,0.142025915,0.003268358,0.000503602,0.01439183,0,0.004317212,0,0,0.01060718,0.707007408,0.036969229,0.002764756,0.004266965,0.009983092,0.003318604,0.004989305,0.005529513,0.001659302,0.002162904
site_10034_15032_42,4100,0.013959983,0.011861916,0.019853563,0.138091174,0.0027787,6.19E-05,0.012551722,0,0.006410914,0,0,0.009561145,0.713638286,0.034510024,0.002716778,0.005139791,0.011495455,0.004049823,0.003773504,0.005433556,0.002024911,0.002086833
site_10034_15032_43,4200,0.013035521,0.010169626,0.019753173,0.144035235,0.002151615,0,0.012858001,0,0.008006867,0,0,0.010158481,0.708412354,0.03420137,0.002151615,0.006430186,0.013161353,0.003728296,0.003714781,0.00430323,0.001864148,0.001864148
site_10034_15032_44,4300,0.012404202,0.009351864,0.019738089,0.151451713,0.001408576,0,0.014296097,0,0.008977648,0,0.000235186,0.012032526,0.698998876,0.034780078,0.001408576,0.008039445,0.013769904,0.002817152,0.004185393,0.003052338,0.001408576,0.001643762
site_10034_15032_45,4400,0.012482114,0.010190523,0.019860282,0.157059319,0.000806897,0,0.016688558,0,0.008862862,0,0.000677797,0.014414338,0.688871875,0.035944279,0.000806897,0.009411559,0.01266708,0.001613794,0.005058644,0.002291591,0.000806897,0.001484694
site_10034_15032_46,4500,0.013581242,0.011537841,0.020233734,0.155709446,0.000406194,0,0.017036719,0,0.008289698,0,0.001231012,0.017312977,0.685643966,0.036786861,0.000406194,0.010345528,0.011184186,0.000812389,0.005395211,0.002043401,0.000406194,0.001637206
site_10034_15032_47,4600,0.015853998,0.013400204,0.020643895,0.148921093,6.51E-05,0,0.016322776,0,0.007243691,0,0.001997977,0.021099295,0.686851087,0.037356953,0,0.011760579,0.009013968,0,0.005473414,0.00193286,0.000130234,0.00193286
site_10034_15032_48,4700,0.021094826,0.014618231,0.019989659,0.124963835,0.000537725,0,0.012346126,0,0.005371428,0,0.002712518,0.023283606,0.708723883,0.035092006,0,0.015098266,0.006436973,0,0.004305883,0.002174793,0.00107545,0.002174793
site_10034_15032_49,4800,0.025024327,0.01433629,0.018468799,0.101828667,0.0009474,0,0.008936358,0,0.003720985,0,0.003027423,0.023841195,0.733071306,0.031830153,0,0.02064723,0.004473735,0,0.003585522,0.002080023,0.002100563,0.002080023
site_10034_15032_50,4900,0.028558232,0.012511023,0.015750355,0.074456336,0.001394709,0,0.005364093,0,0.00193319,0,0.003018887,0.022888263,0.765173049,0.026857646,0,0.029577778,0.002689265,0,0.003136328,0.001624177,0.00344249,0.001624177
site_10034_15032_51,5000,0.030020512,0.010412633,0.013498664,0.059057031,0.001687258,0,0.003827602,0,0.001070172,0,0.00275743,0.021029382,0.785572707,0.023169726,0,0.036209963,0.002078102,0,0.003086031,0.001070172,0.004382444,0.001070172
site_10034_15032_52,5100,0.030461281,0.008549437,0.011768342,0.049611703,0.001846001,0,0.003050575,0,0.000602287,0,0.002448288,0.019281536,0.799360234,0.02048611,0,0.04119982,0.001910596,0,0.003218905,0.000602287,0.005000312,0.000602287
site_10034_15032_53,5200,0.028159854,0.006838036,0.010162085,0.043682654,0.001489075,0,0.001929233,0,0.000537683,0,0.001709154,0.017637174,0.812341291,0.017759729,0.000317604,0.044829193,0.003201281,0,0.003641652,0.000855287,0.004688936,0.000220079
site_10034_15032_54,5300,0.026292421,0.006381509,0.009322604,0.04152102,0.001163022,0,0.001163022,0,0.000723111,0,0.001163022,0.016759075,0.81947647,0.016035964,0.000723111,0.045282529,0.004724546,0,0.003664205,0.001446222,0.004158147,0
site_10034_15032_55,5400,0.024846699,0.007539097,0.009494846,0.044464673,0.000851188,0,0.000851188,0,0.001246383,0,0.000851188,0.016892121,0.81887832,0.015645737,0.001246383,0.041607236,0.006586599,0,0.003202132,0.002492766,0.003303442,0
site_10034_15032_56,5500,0.022979912,0.009003531,0.009702408,0.048184124,0.000457594,0,0.000453137,0,0.00191103,0,0.000453137,0.01706739,0.818211163,0.015160817,0.00191103,0.036903544,0.00895353,0,0.002609906,0.00382206,0.002211228,4.46E-06
site_10034_15032_57,5600,0.01859215,0.009471661,0.008660925,0.048622808,0.000491712,0,0,0,0.002367915,0,0,0.017904203,0.827572248,0.016028,0.002367915,0.029615191,0.010741962,0,0.001557179,0.004735831,0.000778589,0.000491712
site_10034_15032_58,5700,0.016003261,0.008938391,0.007308418,0.04528136,0.001084112,0,0,0,0.002234598,0,0,0.01888691,0.838757609,0.017736424,0.002234598,0.02474926,0.010324815,0,0.000604625,0.004469195,0.000302313,0.001084112
site_10034_15032_59,5800,0.012829092,0.007375187,0.00553139,0.040098618,0.001766312,0,0,0,0.001843797,0,0,0.019816853,0.852899533,0.019739368,0.001843797,0.02166065,0.009141499,0,0,0.003687594,0,0.001766312
site_10034_15032_60,5900,0.009837615,0.004929363,0.003697023,0.033834775,0.002307545,0,0,0,0.001232341,0,6.80E-05,0.020211013,0.867843251,0.021286218,0.001232341,0.021239317,0.007304921,0,6.80E-05,0.002464682,6.80E-05,0.002375558
site_10034_15032_61,6000,0.006972568,0.002271372,0.001703529,0.026152019,0.002483878,0,0,0,0.000567843,0,0.000540816,0.01936493,0.889245834,0.021280965,0.000567843,0.018310326,0.005296066,0,0.000540816,0.001135686,0.000540816,0.003024694
site_10034_15032_62,6100,0.005164895,0.000325568,0.000244176,0.019870544,0.002303796,0,0,0,8.14E-05,0,0.001186374,0.017788858,0.908789174,0.020011263,8.14E-05,0.01431113,0.003815738,0,0.001186374,0.000162784,0.001186374,0.00349017
site_10034_15032_63,6200,0.005337805,0,0,0.017741099,0.001766372,0,0,0,0,0,0.001785716,0.015955383,0.918418025,0.017721755,0,0.010598234,0.003552089,0,0.001785716,0,0.001785716,0.003552089
site_10034_15032_64,6300,0.005231392,0.000402874,0.000402874,0.019876621,0.001044121,0.000402874,0.000402874,0,0.000402874,0,0.002496509,0.013351377,0.919625253,0.016812739,0,0.006264723,0.003137756,0.000402874,0.002496509,0.000805747,0.002899383,0.00354063
site_10034_15032_65,6400,0.004933181,0.000833836,0.000833836,0.022579323,0.000468275,0.000833836,0.000833836,0,0.000833836,0,0.003066289,0.011174678,0.918450251,0.016645966,0,0.002809647,0.002700728,0.000833836,0.003066289,0.001667671,0.003900125,0.003534563
site_10034_15032_66,6500,0.004078641,0.001499117,0.001499117,0.027645796,0,0.001499117,0.001499117,0,0.001499117,0,0.003538437,0.009116194,0.91136336,0.018110893,0,0,0.00203932,0.001499117,0.003538437,0.002998233,0.005037553,0.003538437
site_10034_15032_67,6600,0.003122999,0.00178249,0.002739166,0.038506788,0.000478338,0.002739166,0.002260828,0,0.002260828,0,0.003104821,0.007531972,0.894695562,0.022053615,0,0,0.002279007,0.00178249,0.003104821,0.00356498,0.004887311,0.003104821
site_10034_15032_68,6700,0.002418511,0.002037412,0.003816295,0.04624143,0.000832832,0.003589857,0.002983463,0,0.002757024,0,0.002660422,0.006509951,0.883128671,0.024604543,0,0.000226439,0.002515114,0.001924192,0.002660422,0.003848384,0.004584614,0.002660422
site_10034_15032_69,6800,0.002307086,0.002078491,0.004926907,0.050711021,0.001196108,0.004014509,0.003730798,0,0.0028184,0,0.001949681,0.006051548,0.878891069,0.024897967,0,0.000912398,0.003175805,0.001622292,0.001949681,0.003244584,0.003571973,0.001949681
site_10034_15032_70,6900,0.002373886,0.002017145,0.005970543,0.054626404,0.001579512,0.004381796,0.004391031,0,0.002802284,0,0.001222772,0.005623036,0.876108654,0.024801392,0,0.001588747,0.003953398,0.001222772,0.001222772,0.002445543,0.002445543,0.001222772
site_10034_15032_71,7000,0.00286392,0.001711974,0.006111706,0.053439907,0.001708333,0.004145574,0.004403373,0,0.002437241,0.000172521,0.000728908,0.005735121,0.882281034,0.022447127,0,0.001966132,0.004744774,0.000728908,0.000728908,0.001457816,0.001457816,0.000728908
site_10034_15032_72,7100,0.003257627,0.001686723,0.005689965,0.046449089,0.001370777,0.003137653,0.004290252,0,0.001766876,0.000509417,0.000396099,0.00697353,0.896060152,0.018035819,0,0.002523376,0.005022077,0.000425035,0.000396099,0.000821135,0.000792198,0.000396099
site_10034_15032_73,7200,0.004606337,0.001764517,0.005087118,0.038372014,0.000997259,0.002065881,0.003724789,0,0.001068622,0.000820713,7.14E-05,0.008556766,0.910021241,0.013993508,0,0.002656167,0.004964027,0.000436433,7.14E-05,0.000507796,0.000142726,7.14E-05
site_10034_15032_74,7300,0.005786386,0.001782495,0.004213913,0.0328688,0.000682648,0.001365297,0.00281489,0,0.000682648,0.00117212,0,0.00947422,0.919290887,0.011525047,0,0.002132242,0.004775657,0.000716374,0,0.000716374,0,0
site_10034_15032_75,7400,0.007305259,0.001722043,0.003750542,0.029909085,0.000325984,0.001084048,0.002430927,0,0.000325984,0.001628219,0,0.011440849,0.921716243,0.008983673,0,0.001456824,0.004636818,0.001209671,0.00021604,0.000993631,0.000864159,0
site_10034_15032_76,7500,0.009149438,0.001773946,0.003758506,0.028123137,1.22E-05,0.001025996,0.002430125,0,1.22E-05,0.001912546,0,0.013925436,0.919779924,0.007236647,0,0.000915607,0.004307371,0.001816903,0.00050076,0.001316143,0.00200304,0
site_10034_15032_77,7600,0.012670599,0.00167545,0.004356957,0.02971623,0,0.001485251,0.003135138,0,0,0.001780754,0,0.017763367,0.907219894,0.007267549,0,0.000907261,0.004015139,0.002517955,0.001019381,0.001498574,0.002970502,0
site_10034_15032_78,7700,0.015684251,0.001271116,0.005086132,0.033344576,0,0.002133013,0.00444327,0,1.28E-05,0.001848038,0,0.02207761,0.892246195,0.006099943,0,0.001230994,0.004337086,0.002953119,0.00169476,0.001258359,0.004278782,0
site_10034_15032_79,7800,0.018387987,0.001196346,0.00577362,0.03680825,0,0.002477121,0.00577561,0,0.000336743,0.001668584,0,0.028621569,0.875702341,0.004676971,0,0.001723185,0.004872246,0.003328314,0.002436896,0.000859603,0.0053228,3.18E-05
site_10034_15032_80,7900,0.021287506,0.001183497,0.00549591,0.037604608,0,0.002129751,0.006068678,0,0.000638477,0.001202984,0,0.034759992,0.866624052,0.003244955,0,0.002235575,0.004800709,0.003730496,0.00282114,0.00054502,0.005262314,0.000364336
site_10034_15032_81,8000,0.02373187,0.001166173,0.004902762,0.037251901,0,0.001565019,0.005983073,0,0.000915481,0.000782509,9.68E-06,0.039873464,0.861725493,0.001823982,0,0.002700711,0.004794719,0.003999219,0.003087052,0.000260368,0.004736024,0.000690505
site_10034_15032_82,8100,0.026048094,0.001193461,0.004755852,0.043936531,0,0.001061187,0.005431823,0,0.001193461,0.000530593,0.000215773,0.045339586,0.846563868,0.001393687,0,0.002215035,0.005634493,0.004451658,0.003694666,0.000215773,0.004720147,0.001404313
site_10034_15032_83,8200,0.027478446,0.001380908,0.004589384,0.048866856,0,0.000554014,0.004573198,0,0.001382869,0.000276026,0.00039845,0.048585106,0.836618962,0.001869826,0,0.001573196,0.006086832,0.004840417,0.00403537,0.00039845,0.00448737,0.002004319
site_10034_15032_84,8300,0.031616105,0.001364539,0.005456487,0.063224355,0,0.00035861,0.003550352,0,0.001614649,5.42E-05,0.0008475,0.052430455,0.810025378,0.003444252,0,0.001078393,0.006863947,0.004968077,0.005097877,0.0008475,0.00424435,0.002912922
site_10034_15032_85,8400,0.036935827,0.001449347,0.007380836,0.080835305,0,0.000542322,0.003249068,0,0.001991669,0,0.001406049,0.057966994,0.772080834,0.005624195,0,0.000614589,0.008609267,0.005077854,0.006838515,0.001406049,0.004449154,0.003542129
site_10034_15032_86,8500,0.040379649,0.001443887,0.009956635,0.102215099,0,0.000829918,0.002831257,0,0.002273805,0,0.001910283,0.065174386,0.730470834,0.007641132,0,5.66E-05,0.010188549,0.005272202,0.00828338,0.002121117,0.004571807,0.004379506
site_10034_15032_87,8600,0.040753946,0.001529624,0.012155452,0.118777125,0,0.001202044,0.002202216,0,0.002731669,0,0.002139362,0.070500961,0.703483358,0.008557448,0,0,0.010667021,0.004863536,0.008885028,0.002656457,0.004094072,0.004800682
site_10034_15032_88,8700,0.041066955,0.001623098,0.014643072,0.137089622,0,0.001623098,0.001518337,0,0.003246196,0,0.002382266,0.07650095,0.673713367,0.009529065,0,0,0.011160961,0.00437885,0.009529065,0.003254994,0.003497325,0.005242779
site_10034_15032_89,8800,0.035482096,0.00148044,0.016661125,0.143571708,0,0.00148044,0.001405889,0,0.003351396,0,0.002053212,0.080967307,0.669250328,0.008603366,0,0,0.010657753,0.004681547,0.008473194,0.003664999,0.002756157,0.005459043
site_10034_15032_90,8900,0.026912208,0.001109588,0.018367884,0.144419177,0,0.001109588,0.001371209,0,0.003437057,0,0.001389233,0.081014556,0.682018979,0.006774811,0,0,0.009167876,0.005065774,0.006368851,0.003908614,0.002074837,0.005489758
site_10034_15032_91,9000,0.021035063,0.000845808,0.021522307,0.150935613,0,0.000943265,0.001561121,0,0.004130755,0,0.000943265,0.080156376,0.681592357,0.0062122,0,0,0.008414017,0.005183291,0.005626554,0.004120557,0.001626369,0.005151081
site_10034_15032_92,9100,0.018325319,0.000421206,0.02579522,0.158992372,0,0.000903869,0.002192642,0,0.004614039,0,0.000903869,0.079050506,0.669996718,0.007387104,0,0,0.008341444,0.005769988,0.00725611,0.003919857,0.001517527,0.004612209
site_10034_15032_93,9200,0.015651527,5.22E-06,0.030075621,0.167066013,0,0.000866316,0.002832157,0,0.005100197,2.61E-06,0.000871536,0.077993736,0.658231492,0.008570682,0,0,0.00827285,0.006353135,0.008891151,0.003726329,0.001412164,0.004077265
site_10034_15032_94,9300,0.016594243,0.000588167,0.034373732,0.175160009,0,0.001118652,0.00402319,0,0.005535979,0.000294083,0.001706819,0.083466989,0.630464831,0.010598755,0,0,0.008369142,0.006548578,0.01126559,0.004167231,0.00157047,0.004153539
site_10034_15032_95,9400,0.016809533,0.001171666,0.038277975,0.182155124,0,0.001462536,0.004918162,0,0.005617698,0.000585833,0.002634201,0.090037994,0.604386626,0.012639507,0,0,0.008148967,0.006820036,0.013984247,0.004406563,0.001580332,0.004363001
site_10034_15032_96,9500,0.017411201,0.001560858,0.037169672,0.171993936,0,0.001451697,0.005169587,0,0.004913718,0.000780429,0.003012554,0.099589908,0.602217263,0.012939487,0,0.002961562,0.006999136,0.006841185,0.013770606,0.004718221,0.00141415,0.005084829
site_10034_15032_97,9600,0.020169523,0.001911991,0.034628961,0.159093794,0,0.001053447,0.007914007,0,0.004021863,0.000955995,0.003451388,0.107836842,0.602983674,0.012601761,0,0.006548499,0.005670426,0.006784736,0.011432351,0.005633836,0.001308137,0.005998769
site_10034_15032_98,9700,0.022719224,0.002209309,0.032329466,0.14772462,1.75E-05,0.000728284,0.010208103,0,0.003238683,0.001095929,0.003803584,0.115170414,0.603769896,0.012320247,0,0.009561312,0.004564312,0.00669651,0.009440857,0.006388223,0.001260278,0.0067533
site_10034_15032_99,9800,0.028260211,0.001940323,0.026526673,0.130107758,0.000247698,0.000684249,0.010771683,0,0.002129174,0.000846312,0.003437199,0.122178422,0.616318625,0.012057705,0,0.01264588,0.003962832,0.005834486,0.007645907,0.006055397,0.001589407,0.006760061
site_10034_15032_100,9900,0.033347108,0.001606943,0.021368107,0.11513858,0.000440139,0.000611822,0.010946723,0,0.001385095,0.000583402,0.00294443,0.127078482,0.628618404,0.011815503,0,0.0147698,0.003773379,0.005123549,0.006111383,0.005803723,0.001903818,0.00662961
site_10034_15032_101,10000,0.039059402,0.001397053,0.018431078,0.108413715,0.000637743,0.000637743,0.011715933,0,0.001032643,0.000379655,0.002722841,0.131890095,0.627460038,0.012668782,0,0.013153679,0.004474306,0.004947677,0.006382394,0.005965075,0.002292884,0.006337266
site_10034_15032_102,10100,0.042630802,0.001279268,0.015500275,0.099330945,0.001021038,0.001021038,0.009664643,0,0.000987973,0.000266281,0.002322659,0.141035518,0.627434509,0.013353817,0.000137166,0.010637813,0.005788373,0.00489938,0.007791941,0.006049533,0.002917896,0.005929133
site_10034_15032_103,10200,0.044700016,0.001079378,0.012009436,0.091274739,0.001673351,0.001673351,0.008046713,0,0.001066418,0.000296986,0.002440905,0.151848757,0.623564732,0.013754974,0.000593973,0.007728174,0.007657839,0.00529645,0.009526195,0.006672815,0.003535121,0.005559677
site_10034_15032_104,10300,0.043219582,0.000898434,0.010782615,0.090051778,0.002091434,0.001994421,0.007950769,0,0.002087696,0.000547994,0.003163341,0.159394294,0.611437993,0.014466878,0.001095987,0.004926304,0.010685581,0.006813457,0.011131829,0.008065859,0.003534334,0.005659419
site_10034_15032_105,10400,0.040879025,0.000689527,0.009403655,0.089315309,0.002667208,0.002307854,0.008199457,0,0.003847011,0.000809164,0.004049292,0.169415389,0.593595593,0.015498037,0.001618327,0.001834803,0.01617329,0.008504458,0.012323251,0.00928444,0.003955807,0.005629104
site_10034_15032_106,10500,0.035594477,0.000492153,0.007753467,0.089528657,0.003448581,0.002777691,0.008903209,0,0.005562417,0.001142769,0.005248751,0.178290517,0.578528222,0.015358533,0.002285538,0.001156339,0.02179442,0.009786127,0.012051203,0.010079269,0.004631897,0.005585763
