"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Sout20",1015,2,0,0,8,117,21,0,0,42,0,0,16,0,0,2,0,0,0,2,0,0,0
"Sout21",1103,7,0,0,13,135,15,2,0,19,0,0,9,0,0,3,0,1,0,1,0,0,0
"Sout22",1161,1,0,1,4,41,34,3,1,95,0,0,15,0,0,11,0,0,1,1,0,0,0
"Sout23",1248,0,0,0,1,161,7,0,2,27,1,0,0,1,0,2,0,1,1,1,0,1,0
"Sout24",1308,2,0,0,7,103,25,2,0,54,0,0,5,0,0,8,0,0,0,0,1,0,0
"Sout25",1398,1,0,0,6,94,28,2,0,63,0,0,6,0,0,3,0,0,1,0,0,0,0
"Sout26",1441,0,0,0,5,149,15,0,0,31,0,0,3,0,1,4,0,0,0,0,1,0,0
"Sout27",1510,6,0,0,8,119,31,0,0,40,0,0,2,1,0,5,0,1,1,0,0,1,0
"Sout28",1582,4,0,0,12,130,12,2,0,31,1,0,3,0,0,7,0,0,1,3,0,0,1
"Sout29",1691,6,0,0,11,129,2,0,0,59,0,0,3,0,0,2,0,1,1,1,0,0,0
"Sout30",1763,4,0,0,9,130,2,2,5,45,0,0,6,0,0,5,0,1,0,0,0,0,1
"Sout31",1872,1,0,0,6,114,5,1,2,59,1,0,4,0,0,7,1,0,0,2,0,0,1
"Sout32",1946,2,0,0,12,120,5,2,2,59,1,0,5,0,0,10,0,1,1,0,0,1,3
"Sout33",2055,2,0,0,7,141,6,0,1,40,1,0,4,1,0,3,0,1,1,2,0,0,0
"Sout34",2129,1,0,3,5,126,7,5,1,50,0,0,3,0,0,12,0,2,2,0,0,0,0
"Sout35",2234,8,0,1,2,146,11,2,2,34,0,0,0,0,0,6,0,2,1,0,0,0,0
"Sout36",2292,1,0,0,9,134,4,4,3,43,1,0,0,0,0,5,0,1,0,1,0,0,0
"Sout37",2373,3,0,0,6,123,3,1,1,60,0,0,2,0,0,7,0,0,0,3,0,2,0
"Sout38",2427,2,0,0,9,151,5,0,2,25,0,0,2,0,0,5,0,0,1,0,0,0,0
"Sout39",2454,3,0,0,2,161,11,0,0,23,0,0,1,0,0,5,0,0,0,0,0,0,1
"Sout40",2549,1,1,0,6,125,6,0,4,54,1,0,3,0,0,5,0,1,1,2,0,1,0
"Sout41",2604,4,0,0,9,148,10,0,0,28,0,0,1,0,0,8,0,1,1,1,0,0,0
"Sout42",2685,1,0,0,5,169,3,1,0,21,0,0,0,0,0,4,0,1,1,1,0,0,0
"Sout43",2741,2,0,0,2,142,5,1,3,44,0,0,2,0,0,5,0,1,2,0,0,0,0
"Sout44",2830,0,0,0,6,163,4,0,1,22,0,0,1,0,0,6,0,1,0,0,0,0,0
"Sout45",2897,0,0,0,0,192,2,1,1,24,0,0,3,0,0,3,0,1,1,2,0,1,0
"Sout46",3012,0,0,0,2,163,2,0,0,26,0,0,1,0,0,6,0,0,1,0,0,0,1
"Sout47",3092,0,0,0,3,193,4,0,5,34,0,0,1,0,0,6,0,4,1,1,0,0,0
"Sout48",3210,0,0,0,2,172,0,0,4,20,0,0,0,0,0,6,0,0,2,0,0,0,0
"Sout49",3291,0,0,0,3,197,2,0,2,23,0,0,2,0,1,3,0,1,0,2,0,0,1
"Sout50",3409,1,0,0,4,165,2,2,1,27,1,0,2,0,0,5,0,0,2,2,0,0,0
"Sout51",3489,1,0,0,2,221,1,1,0,32,0,1,0,0,0,1,0,1,2,1,0,0,0
"Sout52",3606,2,0,1,2,164,2,0,5,28,0,1,2,0,0,11,1,1,0,1,0,0,0
"Sout53",3684,0,0,0,3,193,1,2,0,17,0,0,2,0,0,7,3,0,1,0,0,0,1
"Sout54",3802,0,0,0,9,165,2,1,0,16,0,0,1,0,0,13,0,2,0,0,1,1,0
"Sout55",3842,0,0,0,0,178,1,1,3,40,0,0,4,0,0,15,0,3,0,0,0,1,2
"Sout56",3881,0,0,0,2,192,2,1,3,24,0,1,0,2,0,13,0,2,2,0,0,0,3
"Sout57",3920,0,0,0,3,232,1,1,6,29,0,0,2,1,0,7,0,3,0,0,0,1,2
"Sout58",3958,0,0,0,2,205,0,0,1,12,1,0,0,1,0,7,0,0,3,0,0,0,0
"Sout59",4000,0,1,1,1,168,2,1,2,26,1,0,1,0,0,5,0,0,0,0,0,0,0
"Sout60",4022,0,0,0,0,222,1,0,1,8,0,0,0,0,0,3,0,1,1,0,0,1,0
"Sout61",4044,0,0,0,2,240,1,0,0,18,0,0,0,0,0,10,0,1,3,0,0,0,1
"Sout62",4066,0,0,0,3,235,0,0,2,10,0,0,1,0,0,1,0,0,4,0,0,0,0
"Sout63",4089,2,0,0,3,208,0,1,2,13,0,1,1,0,2,10,0,1,2,2,0,0,1
"Sout64",4114,0,0,0,0,230,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sout65",4162,0,0,0,2,253,1,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,2
"Sout66",4235,0,0,0,0,193,0,1,0,11,0,0,1,0,1,2,0,2,0,2,0,1,0
"Sout67",4335,3,0,0,2,161,11,0,0,23,0,0,1,0,0,5,0,0,0,0,0,0,1
"Sout68",4361,1,0,0,0,204,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sout69",4486,0,0,1,3,186,0,0,0,12,0,0,1,0,0,3,0,1,0,1,0,0,0
"Sout70",4612,0,0,0,1,192,2,0,0,3,1,0,0,0,0,4,0,0,0,0,0,1,0
"Sout71",4735,0,0,1,0,195,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1
"Sout72",4846,0,0,0,0,203,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sout73",4943,0,0,0,2,189,3,1,0,5,0,0,0,0,0,4,0,1,0,0,0,0,2
"Sout74",5041,0,0,0,0,189,7,2,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0
"Sout75",5141,0,0,0,3,173,15,1,2,6,0,0,1,0,0,4,0,2,0,0,1,0,0
"Sout76",5224,0,0,0,1,210,2,0,1,6,0,1,0,0,0,1,0,1,0,2,0,0,0
"Sout77",5340,0,0,0,4,248,4,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
"Sout78",5541,0,0,0,3,186,0,1,1,9,1,1,0,1,1,5,0,6,0,0,1,0,0
"Sout79",5899,0,0,0,1,199,0,1,1,19,2,1,0,0,3,8,0,2,1,0,0,0,0
"Sout80",6041,2,0,0,3,204,0,0,0,5,0,0,0,1,0,6,0,0,0,0,0,0,0
"Sout81",6253,0,0,0,1,163,0,0,2,20,0,0,0,0,0,9,0,7,0,0,0,0,2
"Sout82",6403,0,0,0,3,200,0,0,1,10,0,0,0,0,2,7,0,5,2,1,1,0,1
"Sout83",6629,0,0,1,2,204,0,0,0,9,0,1,0,1,0,10,0,1,0,0,1,0,1
"Sout84",6770,0,1,0,2,192,0,0,2,4,0,0,0,0,0,3,0,1,1,1,0,1,0
"Sout85",6989,0,0,0,3,164,1,2,1,8,0,0,1,1,0,10,0,3,0,0,1,1,0
"Sout86",7029,0,0,0,3,212,1,2,1,10,0,1,0,1,1,4,0,0,1,1,0,1,2
"Sout87",7355,1,1,0,4,166,0,0,0,9,0,0,0,1,3,14,0,4,1,1,1,1,1
"Sout88",7565,0,0,0,2,184,0,0,0,10,0,0,0,1,3,7,0,2,0,1,0,0,0
"Sout89",7767,0,0,1,5,206,0,0,0,24,0,0,0,0,1,3,1,1,0,0,0,0,2
"Sout90",7968,3,0,0,7,193,0,0,1,12,1,0,0,3,0,2,0,0,0,4,3,0,1
"Sout91",8173,2,0,0,10,151,0,0,0,14,0,0,0,1,0,10,0,4,3,1,1,0,3
"Sout92",8575,3,0,0,19,142,0,1,3,12,2,0,0,2,1,12,1,5,3,3,1,1,1
"Sout93",8979,2,0,0,14,161,1,0,0,6,1,0,0,0,0,5,0,3,1,4,0,1,1
"Sout94",9188,2,0,0,13,184,0,1,0,9,2,0,0,0,0,11,0,3,0,2,0,1,1
"Sout95",9394,2,0,0,9,155,0,1,0,8,0,1,0,1,2,12,0,2,2,2,0,0,0
"Sout96",9802,0,1,0,27,150,0,1,0,5,0,0,0,2,0,6,0,5,1,6,0,1,2
"Sout97",10219,0,3,0,104,111,0,0,1,6,0,0,0,2,1,15,0,2,4,9,0,0,0
"Sout98",10416,1,1,0,50,47,0,0,0,4,0,0,0,1,0,11,0,1,0,4,0,0,0
"Towe01",-15,0,0,0,0,74,29,27,6,57,0,0,47,2,1,11,0,2,7,2,4,7,0
"Towe02",80,1,0,0,0,48.5,21,33,9,71,0,0,56,0,4,11,0,4,18,2,3,0,1
"Towe03",175,0,1,0,0,74.5,27,18,5,64,0,0,47,6,4,6,0,3,5,1,1,3,0
"Towe04",270,1,2,2,0,91,21,13,2,61,0,0,49,0,1,4,0,3,3,0,0,0,2
"Towe05",365,0,0,0,0,89,21,15,3,59,0,0,44,2,1,17,0,1,2,3,1,1,0
"Towe06",460,0,1,1,0,76.5,33,16,8,65,0,0,32,0,4,20,0,2,3,1,0,0,0
"Towe07",545,0,0,0,1,60.5,42,17,1,65,0,0,56,2,0,5,0,1,0,1,1,0,0
"Towe08",690,0,0,0,0,76,19,19,3,68,1,0,50,0,1,12,0,3,0,4,4,1,0
"Towe09",840,0,0,0,0,64.5,39,14,1,63,0,0,56,1,0,9,0,3,0,3,1,0,0
"Towe10",985,0,0,0,1,63,32,21,4,63,0,0,51,1,0,15,0,3,0,0,0,1,0
"Towe11",1135,0,0,0,5,70,53,10,2,58,0,0,34,1,0,13,0,6,0,2,1,0,1
"Towe12",1280,0,0,0,3.5,67,38,12,0,90,0,0,28,0,0,6,1,5,0,1,1,0,0
"Towe13",1425,0,0,0,1,57,33,11,2,116,0,2,12,1,2,10,0,5,0,3,0,0,1
"Towe14",1575,0,0,0,0,68.5,46,12,1,102,0,0,14,0,0,8,0,0,0,3,2,0,0
"Towe15",1720,0,1,1,2.5,82.5,32,15,2,93,1,0,9,0,0,10,0,3,0,0,0,1,0
"Towe16",1815,1,1,0,0,80,42,11,4,97,0,0,11,0,1,4,0,2,1,0,0,0,1
"Towe17",1860,0,0,1,0,73.5,18,22,5,105,1,0,8,4,4,11,0,2,0,0,1,0,0
"Towe18",1865,0,1,2,1,80,21,10,3,121,0,0,1,1,0,10,1,1,0,0,1,0,0
"Towe19",1905,0,0,0,0,89.5,6,9,5,117,0,0,4,1,4,9,0,8,0,2,0,1,1
"Towe20",1950,0,0,1,0,79.5,26,20,6,102,1,0,0,0,4,13,0,3,0,0,0,1,0
"Towe21",1995,0,0,0,0,96,26,9,7,101,2,0,2,1,4,7,0,2,0,4,4,1,4
"Towe22",2040,3,0,0,4,137,31,13,5,88,0,0,0,1,0,10,0,2,2,3,0,0,0
"Towe23",2045,0,0,0,0,96,22,6,6,107,1,0,2,3,2,10,0,1,0,0,0,0,0
"Towe24",2185,1,0,0,4,134,32,14,2,85,1,0,0,2,2,6,0,2,3,3,0,0,0
"Towe25",2330,3,0,0,7,116,35,16,9,93,0,0,1,0,1,10,0,3,3,0,0,0,2
"Towe26",2475,4,0,0,3,155,29,9,1,78,0,0,2,1,3,10,1,5,2,4,0,1,1
"Towe27",2620,1,0,0,2,117,18,20,5,95,0,0,2,2,1,12,0,3,3,2,0,0,0
"Towe28",2765,1,0,0,3,193,13,11,2,92,0,0,0,0,1,10,0,0,0,3,0,2,0
"Towe29",2910,1,0,0,8,131,8,6,2,76,0,0,0,2,3,13,1,2,1,2,0,0,1
"Towe30",3050,1,0,0,4,157,6,17,4,111,0,0,0,0,3,14,0,2,1,2,0,1,0
"Towe31",3195,3,0,0,5,170,6,14,5,108,1,0,0,1,0,12,0,3,1,1,0,0,0
"Towe32",3340,2,0,0,1,174,7,17,4,66,1,0,0,2,4,12,0,1,1,1,0,0,0
"Towe33",3485,4,0,0,3,172,15,19,8,91,1,0,3,3,2,17,0,5,0,4,0,2,0
"Towe34",3630,4,0,0,5,178,1,15,3,77,0,0,0,3,0,18,0,4,6,1,0,0,1
"Towe35",3775,4,0,0,2,169,8,11,6,75,3,0,1,1,0,31,0,1,0,0,0,1,0
"Towe36",3920,6,0,0,2,181,2,21,1,69,0,0,1,2,0,23,0,1,2,4,0,0,0
"Towe37",4065,3,0,0,2,155,4,13,0,39,0,0,0,1,0,24,0,0,0,4,0,2,0
"Towe38",4205,1,0,0,0,139,2,18,2,58,1,0,1,0,0,25,0,2,0,0,0,0,0
"Towe39",4350,2,0,0,2,187,13,50,4,18,0,0,0,2,0,19,0,5,2,0,0,0,1
"Towe40",4500,2,0,0,0,177,9,15,7,23,0,0,0,1,1,17,0,0,1,2,0,0,1
"Towe41",4620,1,0,0,2,188.5,13,33,4,25,0,0,3,6,4,25,0,2,4,5,2,0,2
"Towe42",4640,1,2,0,0,191,8,23,8,29,0,0,2,6,3,28,0,6,3,2,3,1,1
"Towe43",4660,0,1,1,2,176,9,32,6,27,1,0,3,2,5,29,0,4,2,4,2,2,3
"Towe44",4675,1,3,0,3,179,7,24,2,31,1,0,3,3,4,30,1,2,1,2,2,0,3
"Towe45",4695,0,0,0,3,203,12,19,2,19,0,0,0,1,2,26,0,4,1,2,3,0,5
"Towe46",4700,0,0,0,0,189.5,8,25,6,32,0,0,1,2,1,47,0,4,4,5,3,0,4
"Towe47",4715,2,0,0,1,189,7,26,2,24,0,0,1,0,0,37,0,4,1,1,0,0,0
"Towe48",4735,0,0,0,0,150.5,5,43,2,41,1,0,5,0,2,45,1,2,2,2,3,0,0
"Towe49",4755,0,0,0,3,168,19,30,5,37,0,0,0,1,3,46,0,3,1,2,2,1,2
"Towe50",4775,0,2,1,1,147,9,32,5,35,0,0,2,2,2,56,1,9,0,5,1,0,1
"Towe51",4795,0,3,0,0,149.5,13,24,2,42,1,0,5,2,2,42,0,4,4,7,2,3,5
"Towe52",4815,0,0,0,2,200.5,11,25,6,30,0,0,0,2,3,51,0,3,1,4,1,2,4
"Towe53",4815,1,0,0,3,148,12,23,6,27,0,0,1,1,0,13,0,6,1,0,0,0,1
"Towe54",4895,0,4,1,2,314.5,26,59,12,89,1,0,1,7,6,95,0,7,4,14,1,3,5
"Towe55",4910,0,6,0,2,363.5,19,58,12,83,0,0,13,6,6,100,1,6,5,9,4,2,8
"Towe56",4990,3,0,0,6,168,8,27,1,31,1,0,0,0,0,20,0,1,5,2,0,0,1
"Towe57",5005,0,5,1,2,181.5,15,30,7,42,0,0,0,1,1,29,2,2,2,6,1,3,3
"Towe58",5025,1,6,0,3,158,14,24,5,40,0,0,1,1,2,38,0,4,2,7,8,3,4
"Towe59",5045,0,0,0,3,161.5,24,34,7,40,1,0,1,2,2,28,0,8,1,7,3,0,1
"Towe60",5095,1,1,1,1,149,53,22,6,37,0,0,2,0,0,32,0,1,1,4,3,1,0
"Towe61",5125,0,0,3,2,185,58,12,3,31,0,0,0,1,4,24,1,3,2,3,4,0,1
"Towe62",5155,0,0,1,1,173.5,64,24,6,33,1,0,1,0,1,18,0,1,1,4,3,1,3
"Towe63",5190,1,1,0,2,140,49,21,1,41,0,0,1,2,2,25,0,2,1,6,2,1,3
"Towe64",5220,0,1,0,2,150,76,19,2,27,0,0,0,1,1,28,0,2,0,4,1,2,0
"Towe65",5250,0,1,1,1,140,92,23,2,38,0,0,0,3,0,18,0,3,1,7,2,0,2
"Towe66",5250,0,0,0,0,117,47,14,2,38,0,0,0,1,0,29,0,3,0,1,2,2,0
"Towe67",5280,0,0,1,3,130.5,59,15,2,51,2,0,0,0,2,25,0,0,1,6,6,2,1
"Towe68",5310,2,0,1,1,140.5,59,14,4,38,0,0,0,2,4,37,0,2,0,2,1,0,1
"Towe69",5325,0,2,1,1,144,56,13,9,36,0,0,0,4,3,29,1,4,2,3,3,1,3
"Towe70",5355,0,0,1,0,147.5,53,23,3,45,0,0,2,2,4,38,0,4,2,2,0,0,2
"Towe71",5370,0,0,1,0,158,75,17,3,36,1,0,0,4,1,30,1,5,2,4,1,4,4
"Towe72",5385,0,0,1,0,124.5,77,13,1,46,0,0,1,2,2,29,0,4,1,6,3,1,0
"Towe73",5395,0,1,1,1,134,58,18,3,35,1,0,3,2,3,34,0,2,2,0,1,1,2
"Towe74",5410,0,0,0,2,127,70,22,2,39,0,0,2,3,0,29,0,8,4,2,2,0,4
"Towe75",5425,0,2,2,1,149,60,20,2,36,0,0,0,5,1,25,0,0,1,6,0,0,3
"Towe76",5425,0,0,0,2,182.5,48,12,3,37,2,0,1,1,2,35,0,4,2,1,0,3,0
"Towe77",5440,0,1,1,0,162,53,12,6,27,0,0,3,2,3,24,0,5,2,6,4,1,0
"Towe78",5455,0,0,1,1,168.5,51,10,0,38,0,0,0,0,2,40,0,5,2,4,2,0,1
"Towe79",5470,0,1,2,0,176,63,8,9,37,1,0,0,0,0,44,0,3,3,3,0,1,1
"Towe80",5485,0,0,0,1,137,49,11,0,28,0,0,1,1,1,19,0,2,0,1,2,1,0
"Towe81",5495,0,1,0,0,142,56,14,7,52,1,0,0,2,1,20,0,6,3,5,1,1,4
"Towe82",5535,0,2,0,1,162,47,11,2,32,1,0,0,1,4,38,1,5,4,3,2,0,2
"Towe83",5550,0,1,2,0,221.5,31,16,0,39,0,0,0,4,1,27,0,3,1,5,4,1,0
"Towe84",5565,0,3,2,1,163,34,15,2,30,0,0,1,1,5,29,0,0,0,3,6,1,4
"Towe85",5580,0,1,0,0,183,35,15,5,23,0,0,0,3,3,22,0,4,4,4,4,1,4
"Towe86",5595,0,2,0,0,196,45,11,7,31,0,0,0,3,3,37,1,5,5,4,3,0,1
"Towe87",5595,1,0,0,6,171,53,5,2,22,0,0,1,3,0,9,0,1,3,2,0,2,1
"Towe88",5610,0,1,0,0,188.5,60,8,1,23,1,0,0,1,0,23,0,3,3,2,1,2,3
"Towe89",5625,0,0,0,0,193,72,5,3,18,0,0,0,0,1,22,2,4,3,3,2,3,0
"Towe90",5640,0,0,0,0,194,85,8,2,12,0,0,0,0,0,24,0,4,3,6,2,0,1
"Towe91",5670,0,0,1,1,220.5,92,9,2,25,0,0,0,0,0,17,0,2,3,7,3,2,1
"Towe92",5690,0,0,0,1,200.5,66,0,3,13,0,0,2,2,1,18,0,1,6,5,1,1,3
"Towe93",5705,0,1,1,0,189.5,80,9,2,18,0,0,1,2,2,15,0,3,3,6,3,1,0
"Towe94",5720,0,0,1,0,259,58,5,2,18,1,0,0,2,1,22,0,5,1,2,2,1,2
"Towe95",5735,0,0,0,1,200.5,41,8,4,17,1,0,4,2,2,26,0,3,5,4,1,1,1
"Towe96",5750,0,0,0,2,186,60,6,3,19,0,0,0,0,2,16,1,3,3,3,2,2,3
"Towe97",5750,0,0,1,0,160,47,2,4,12,0,0,1,1,2,24,0,0,0,1,2,0,0
"Towe98",5765,1,1,0,0,212,50,4,3,24,0,0,0,1,6,16,1,4,2,2,1,2,0
"Towe99",5780,0,0,0,0,240,62,8,4,16,0,0,1,0,2,19,0,3,2,2,1,1,0
"Towe100",5795,1,0,0,2,222,49,8,3,12,0,0,0,2,1,23,0,2,2,2,0,2,0
"Towe101",5825,0,0,0,0,228,44,4,1,24,1,0,0,1,2,15,0,3,5,1,2,2,0
"Towe102",5840,0,1,0,0,238.5,29,7,5,20,0,0,2,1,4,29,0,3,4,1,0,0,1
"Towe103",5855,1,1,2,7,194,32,6,2,29,0,0,1,0,3,23,0,0,6,1,0,2,3
"Towe104",5870,1,1,0,0,197,38,10,4,16,0,0,2,1,0,22,1,4,4,2,2,1,2
"Towe105",5885,0,1,1,2,240.5,31,4,3,15,0,0,1,1,3,38,0,6,2,0,2,2,1
"Towe106",5900,4,0,0,5,246,29,1,3,18,0,0,0,0,0,18,0,1,4,1,0,0,0
"Towe107",5915,1,0,0,3,200,31,7,6,22,0,0,2,1,3,32,0,6,2,2,1,1,2
"Towe108",5935,1,1,1,2,228.5,16,8,1,16,2,0,1,3,2,18,0,0,4,3,4,2,4
"Towe109",5950,0,0,1,0,254.5,14,10,0,12,0,0,1,0,1,31,0,2,5,4,1,1,1
"Towe110",5980,0,1,1,0,251.5,11,7,0,21,1,0,0,3,1,19,0,1,1,2,1,0,2
"Towe111",5995,0,0,0,0,217.5,15,4,3,25,0,0,0,1,3,21,0,3,2,2,2,1,3
"Towe112",6010,0,0,0,0,269,15,7,2,14,1,0,0,2,1,27,0,2,1,0,4,0,0
"Towe113",6030,0,0,0,1,230,8,3,3,30,0,0,1,1,1,27,0,6,1,1,0,1,0
"Towe114",6055,0,0,0,1,246.5,8,7,1,23,2,0,0,0,1,16,0,1,0,1,1,1,1
"Towe115",6075,0,0,0,0,210.5,2,1,1,18,0,0,0,0,2,17,0,0,0,1,4,0,0
"Towe116",6095,0,0,0,0,240.5,7,3,8,35,1,0,1,2,1,22,0,0,4,2,1,0,1
"Towe117",6280,0,0,0,3,223,4,8,1,22,0,0,1,1,2,13,0,4,3,2,0,0,0
"Towe118",6485,0,0,0,0,203.5,1,3,1,16,0,0,0,2,1,20,0,3,0,2,2,1,1
"Towe119",6695,3,0,0,2,199,0,3,3,51,0,0,0,0,7,18,0,0,3,1,0,1,0
"Towe120",6900,0,0,0,0,174,0,1,2,36,0,0,0,2,5,31,0,1,0,2,4,0,1
"Towe121",7105,0,0,0,0.5,197.5,0,0,3,35,0,0,0,0,2,13,0,2,1,3,3,0,1
"Towe122",7310,0,0,0,0,176.5,1,1,3,64,0,0,0,0,1,5,0,1,0,1,5,1,0
"Towe123",7520,0,0,0,0,118,0,0,3,110,1,0,0,0,2,16,1,1,1,0,6,2,0
"Towe124",7725,0,0,0,0,188,0,1,1,47,1,0,0,1,1,8,0,2,0,1,7,1,0
"Towe125",7930,0,0,0,0,190,1,1,3,46,0,0,0,0,1,9,0,2,1,3,4,0,0
"Towe126",8140,0,0,1,1,64.5,0,0,1,166,2,0,0,0,4,5,0,6,0,3,3,1,0
"Towe127",8345,0,0,0,1,73,0,0,1,163,0,1,0,0,2,6,0,4,0,0,8,0,0
"Towe128",8550,0,0,1,0,108.5,0,1,2,132,0,0,0,0,0,6,0,2,1,2,3,2,0
"Towe129",8735,1,0,0,2,68,0,1,0,165,1,0,0,0,1,7,0,4,0,0,3,0,0
"Wolv01",100,6,5,1,24,211,24,14,10,90,3,3,20,2,3,22,1,8,28,1,0,4,10
"Wolv02",250,5,2,1,22,185,25,13,13,115,1,0,18,1,4,20,1,5,31,4,1,3,19
"Wolv03",365,4,4,0,12,248,14,14,16,101,1,0,30,2,7,33,2,9,16,1,1,3,7
"Wolv04",455,5,7,1,20,285,23,12,7,112,1,0,16,0,5,11,1,5,3,3,2,0,3
"Wolv05",565,3,9,1,8,344,3,7,8,72,1,1,5,3,3,34,1,10,10,5,0,0,6
"Wolv06",2080,3,5,1,8,357,14,8,9,88,1,1,12,2,6,29,1,3,2,4,2,4,3
"Wolv07",2170,2,4,0,5,322,15,9,15,96,0,1,11,5,10,21,0,6,2,7,1,2,2
"Wolv08",2375,12,1,3,20,460,8,13,19,129,1,6,11,7,13,46,1,10,10,4,4,1,8
"Wolv09",2710,2,6,0,16,420,21,7,14,103,2,2,15,2,6,34,1,15,5,7,2,0,2
"Wolv10",2945,2,5,1,7,328,12,6,10,98,1,0,5,4,4,19,0,4,6,3,0,0,5
"Wolv11",3335,2,10,1,9,537,9,14,24,132,2,3,6,12,12,43,1,12,7,10,3,1,3
"Wolv12",3615,3,20,3,9,326,3,6,14,60,2,0,1,3,6,34,0,11,0,6,2,0,4
"Wolv13",3965,7,6,2,13,598,11,14,28,116,2,2,6,5,16,42,1,8,12,11,0,1,11
"Wolv14",4360,4,16,3,8,370,9,8,12,37,1,2,4,3,13,32,1,12,5,3,2,0,10
"Wolv15",4750,1,3,2,7,550,26,6,20,79,3,4,2,5,13,48,1,20,13,7,4,3,16
"Wolv16",5035,1,8,2,5,414,24,7,7,33,1,0,1,2,7,40,0,6,14,12,1,0,11
"Wolv17",5460,2,9,2,10,578,43,3,11,38,1,3,5,6,13,50,0,20,16,6,4,1,7
"Wolv18",5720,0,9,1,5,426,8,2,6,18,2,2,1,1,12,32,0,6,6,2,0,3,4
"Wolv19",5900,2,1,3,5,741,8,7,15,53,1,1,1,8,16,57,0,26,9,2,2,3,7
"Wolv20",6230,0,5,2,7,753,6,6,13,43,4,3,2,4,21,49,0,14,11,7,1,2,7
"Wolv21",6475,4,1,0,4,605,1,3,13,38,0,3,0,3,17,44,1,13,7,9,2,3,5
"Wolv22",6765,2,6,1,2,459,1,4,8,23,2,3,0,4,15,33,0,12,6,5,0,1,6
"Wolv23",7045,1,5,0,2,453,1,2,4,26,0,1,3,2,7,25,0,17,8,6,0,1,9
"Wolv24",7305,7,7,2,6,713,0,3,7,45,1,3,1,10,26,45,0,30,13,11,4,8,4
"Wolv25",7525,2,1,0,9,632,0,3,12,57,0,2,0,5,15,26,0,14,22,4,2,9,9
"Wolv26",7710,3,3,2,4,516,0,1,6,30,1,1,0,2,7,15,0,18,8,4,1,1,4
"Wolv27",7935,9,4,3,14,728,0,2,5,89,2,3,0,2,23,25,1,34,20,5,1,6,5
"Wolv28",8155,8,0,1,15,556,0,3,9,82,0,3,1,7,25,26,1,16,9,6,4,5,5
"Wolv29",8365,10,1,2,20,633,0,2,8,79,1,2,0,4,15,29,1,5,11,2,2,4,5
"Wolv30",8575,4,0,0,18,377,1,0,11,42,2,2,0,6,11,23,0,6,11,10,0,6,6
"Wolv31",8765,6,0,0,18,453,0,0,4,38,0,0,0,4,9,25,1,15,17,17,1,8,7
"Wolv32",9010,4,1,0,13,442,0,3,7,31,0,0,0,4,6,15,0,13,9,6,0,3,5
"Wolv33",9220,6,1,4,23,539,1,0,5,31,2,0,0,1,5,30,1,13,6,4,1,1,2
"Wolv34",9440,6,0,2,28,431,0,2,1,24,2,2,0,3,10,23,0,9,7,10,0,1,7
"Wolv35",10205,4,0,2,31,445,0,2,1,24,4,0,0,3,14,24,0,26,2,9,0,3,15
"Wolv36",10260,2,0,2,29,433,0,1,2,22,2,1,0,5,17,34,0,12,5,11,0,6,3
"Wolv37",10445,3,0,3,45,714,0,1,1,18,5,3,0,4,10,53,0,18,7,15,0,1,3
"Wolv38",10665,1,0,2,42,561,0,1,2,13,2,1,0,5,10,17,0,17,4,20,3,1,3
"Wolv39",11045,3,2,2,91,268,0,2,0,10,2,2,0,6,19,49,0,17,8,32,1,2,3
"Wolv40",11205,5,0,5,297,261,0,2,3,27,10,0,0,20,19,69,0,17,10,44,6,3,5
"Wolv41",11335,1,1,2,182,200,0,0,0,10,5,3,0,9,12,68,0,33,15,39,1,2,2
"Wolv42",11745,2,0,6,151,239,0,2,1,24,4,4,0,9,30,40,1,28,6,35,3,3,7
"Yell01",0,5,1,1,20,192,10,8,8,70,0,0,0,2,2,13,0,3,3,1,0,2,0
"Yell02",1,5,2,0,23,152,14,8,11,80,1,0,0,0,2,15,0,1,19,3,0,4,0
"Yell03",120,5,1,0,27,162,14,11,13,136,0,0,0,2,8,15,1,2,5,2,0,2,0
"Yell04",1190,5,6,0,9,254,9,3,11,100,0,0,0,2,2,16,0,5,2,0,0,1,0
"Yell05",2210,5,3,0,8,238,11,6,11,98,1,1,0,1,5,14,0,4,2,2,0,2,0
"Yell06",2455,5,9,0,6,281,18,4,10,81,0,0,0,7,6,14,0,2,3,2,0,1,0
"Yell07",2820,5,0,0,3,363,13,13,9,91,1,0,0,2,13,15,0,5,2,3,0,0,0
"Yell08",2945,5,3,0,1,227,5,6,5,35,0,0,0,1,2,14,0,1,4,3,0,0,0
"Yell09",3030,5,2,0,4,345,5,9,11,55,1,0,0,1,5,14,0,3,2,0,0,3,0
