"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Yell10",3600,5,7,0,5,263,6,6,8,46,0,1,0,1,4,10,1,1,1,3,0,2,0
"Yell11",5025,5,5,0,3,438,16,15,15,49,0,0,0,3,7,36,1,6,5,3,0,3,0
"Yell12",5290,5,13,0,0,544,1,13,7,62,0,1,0,7,8,39,0,3,4,5,0,0,0
"Yell13",5990,5,3,0,0,260,1,2,3,5,0,0,0,1,2,19,0,7,3,2,0,4,0
"Yell14",6425,5,2,0,3,884,0,8,10,61,0,2,0,3,22,31,0,16,3,9,0,7,0
"Yell15",6585,5,0,0,4,550,0,4,8,44,0,0,0,7,8,11,1,13,6,0,0,7,0
"Yell16",7115,5,3,0,5,155,0,0,6,26,0,0,0,4,1,4,0,2,3,10,0,3,0
"Yell17",7395,5,1,0,8,194,0,1,3,26,1,0,0,0,4,5,0,1,4,1,0,0,0
"Yell18",7605,5,0,0,5,184,0,1,2,31,0,0,0,0,4,2,0,2,4,9,0,1,0
"Yell19",7860,5,2,0,7,356,0,1,14,44,0,0,0,0,5,9,0,3,5,7,0,1,0
"Yell20",8110,5,1,2,2,243,0,3,8,25,0,1,0,2,2,8,0,6,2,5,0,4,0
"Yell21",8265,5,6,7,24,762,0,2,21,90,2,0,0,7,8,15,0,12,9,18,0,1,0
"Yell22",8410,5,2,0,9,286,0,2,9,23,1,1,0,1,1,6,0,7,5,14,0,2,0
"Yell23",8625,5,0,0,2,228,0,0,5,9,0,0,0,0,0,6,0,5,1,13,0,1,0
"Yell24",9025,5,0,0,13,278,0,0,4,11,0,0,0,0,0,5,0,2,5,2,0,3,0
"Yell25",9165,5,1,0,11,249,0,0,4,10,0,0,0,0,1,6,0,4,0,9,0,1,0
"Yell26",9280,5,0,0,14,347,0,0,1,7,0,0,0,3,0,9,0,6,0,8,0,2,0
"Yell27",9425,5,1,0,13,238,0,0,2,9,0,2,0,1,3,12,0,7,4,8,0,0,0
"Yell28",9605,5,0,0,20,327,0,0,1,9,0,0,0,2,5,10,1,8,2,4,0,2,0
"Yell29",9665,5,1,0,17,241,0,0,1,9,1,0,0,2,5,7,0,11,5,9,0,2,0
"Yell30",9755,5,4,0,27,322,0,0,0,9,1,0,0,0,1,5,1,8,2,29,0,0,0
"Yell31",10150,5,6,1,66,176,0,1,0,7,1,0,0,5,5,9,0,5,1,117,0,0,0
"Yell32",10205,5,1,0,37,159,0,0,0,5,0,0,0,1,1,9,0,2,2,87,0,0,0
"Yell33",10225,5,0,1,35,224,0,0,3,5,1,0,0,0,5,12,0,9,6,40,0,1,0
"Yell34",10255,5,2,0,51,65,0,0,0,3,0,2,0,4,1,8,0,3,2,79,0,1,0
"Yell35",10265,5,1,0,68,98,0,0,2,7,3,0,0,1,5,12,0,11,4,63,0,1,0
"Yell36",10275,5,2,1,85,108,0,2,0,7,3,1,0,3,4,12,0,16,4,22,0,1,0
"Yell37",10280,5,26,0,58,78,0,2,3,9,1,2,0,2,5,22,0,30,9,38,0,1,0
"Yell38",10295,5,3,1,43,68,0,6,4,15,1,0,0,3,3,24,0,20,5,57,0,5,0
"Camp01",0,7,18,0,10,94,7,15,18,117,0,0,0,4,1,9,0,0,33,5,0,5,0
"Camp02",245,5,8,3,33,158,17,8,13,122,0,0,0,3,6,17,0,0,4,4,0,1,0
"Camp03",335,5,14,2,14,168,16,9,7,123,1,0,0,1,4,16,0,0,1,2,0,0,0
"Camp04",465,8,8,2,19,175,17,9,3,104,0,0,0,1,2,11,0,0,3,1,0,1,0
"Camp05",570,2,6,0,16,171,17,8,9,143,1,0,0,1,4,16,0,0,1,3,0,0,0
"Camp06",675,3,5,4,13,175,13,14,10,145,0,0,0,0,2,14,0,0,1,9,0,1,0
"Camp07",810,5,4,1,18,145,12,7,9,120,0,0,0,3,3,22,0,0,6,0,0,0,0
"Camp08",985,7,1,2,25,171,25,10,11,156,0,1,0,3,9,21,0,0,4,4,0,1,0
"Camp09",1195,4,2,2,19,161,11,6,15,103,0,2,0,5,3,14,0,0,2,2,0,3,0
"Camp10",1365,6,8,3,9,131,13,4,11,143,0,1,0,1,8,12,1,0,1,2,0,0,0
"Camp11",1575,2,7,0,5,162,16,16,12,151,1,0,0,1,1,15,0,0,3,3,0,1,0
"Camp12",1840,1,9,2,7,158,11,11,16,169,1,0,0,4,4,17,0,0,4,2,0,1,0
"Camp13",2105,4,7,1,10,183,14,16,17,125,1,0,0,3,6,25,0,0,2,1,0,1,0
"Camp14",2380,3,9,0,14,181,19,8,13,125,0,0,0,2,0,19,0,0,1,3,0,0,0
"Camp15",2750,5,8,1,3,159,8,6,14,147,0,3,0,3,6,21,1,0,0,3,0,1,0
"Camp16",2995,5,4,1,3,195,12,6,12,138,0,0,0,5,4,15,3,0,0,5,0,3,0
"Camp17",3370,4,11,1,0,168,4,11,18,79,1,0,0,2,11,14,1,0,1,3,0,2,0
"Camp18",3680,1,8,3,3,273,7,12,12,91,1,0,0,6,8,35,0,0,3,2,0,0,0
"Camp19",4060,4,21,0,2,199,8,14,14,70,1,0,0,1,10,50,0,0,2,3,0,1,0
"Camp20",4485,3,14,0,1,249,3,23,14,55,0,0,0,4,4,26,1,0,8,3,0,1,0
"Camp21",4895,1,13,1,5,275,4,22,13,72,0,0,0,10,16,28,1,0,1,8,0,4,0
"Camp22",5380,1,8,2,7,204,43,13,16,42,1,1,0,3,8,28,1,0,1,7,0,5,0
"Camp23",5710,1,4,0,1,287,17,7,18,47,0,0,0,8,12,30,1,0,2,1,0,0,0
"Camp24",6100,3,3,1,3,278,10,8,8,56,0,0,0,5,19,28,1,0,0,3,0,1,0
"Camp25",6445,0,6,0,0,282,1,9,13,38,0,0,0,5,23,35,0,0,1,5,0,4,0
"Camp26",6865,2,4,0,0,222,0,6,26,50,1,0,0,1,19,24,0,0,3,3,0,2,0
"Camp27",7325,2,4,0,3,287,0,8,12,40,1,1,0,7,5,27,1,0,1,0,0,4,0
"Camp28",7625,2,0,0,0,392,0,4,4,30,2,1,0,6,14,13,0,0,4,2,0,4,0
"Camp29",7980,2,1,0,5,353,0,3,15,38,0,0,0,7,10,7,0,0,8,3,0,7,0
"Camp30",8375,3,6,0,4,276,0,0,11,60,0,0,0,4,5,6,0,0,4,3,0,2,0
"Camp31",8855,6,2,3,19,247,0,1,22,74,1,0,0,5,3,9,0,0,2,3,0,2,0
"Camp32",9420,7,7,1,30,230,0,2,13,41,0,1,0,1,3,18,0,0,7,3,0,1,0
"Camp33",9850,3,0,4,27,255,0,1,8,39,1,1,0,3,7,5,0,0,8,5,0,4,0
"Camp34",10440,3,3,5,31,247,0,3,1,29,2,0,0,4,5,11,0,0,6,8,0,1,0
"Camp35",11225,5,2,8,33,245,0,0,2,28,2,0,0,3,6,15,1,0,2,9,0,2,0
"Camp36",12030,8,7,7,65,167,0,1,2,32,2,0,0,5,4,22,0,0,5,8,0,2,0
"Camp37",12175,7,5,8,90,179,0,3,1,24,1,0,0,9,8,31,1,0,7,17,0,3,0
"Cany01",120,1,7,0,0,101,58,11,7,64,0,0,0,2,6,12,2,5,5,1,2,3,1
"Cany02",130,3,5,0,2,122.5,75,13,3,80,0,0,0,1,4,20,0,8,2,3,1,1,2
"Cany03",140,1,6,0,2,120.5,57,12,5,76,0,0,2,1,2,12,1,2,6,1,0,3,2
"Cany04",175,1,1,0,5.5,129,46,14,7,92,0,0,1,4,8,19,0,5,1,1,0,1,0
"Cany05",200,1,5,0,4,134,51,7,6,82,0,0,0,1,2,20,2,3,0,3,0,3,1
"Cany06",220,0,13,0,0,140.5,65,16,6,93,0,0,0,1,3,32,1,4,3,3,1,1,1
"Cany07",235,3,6,0,2,132,45,15,10,69,0,0,0,4,2,34,1,6,2,7,2,1,0
"Cany08",270,3,4,2,5,144,42,8,4,83,0,0,0,2,5,6,0,6,3,2,2,2,1
"Cany09",280,2,5,0,5,143,32,5,9,68,0,0,0,1,6,13,0,2,1,4,0,1,2
"Cany10",345,0,0,0,0,65.4,25,3,11,71,0,0,0,4,4,11,0,3,0,5,1,0,4
"Cany11",420,0,7,0,2,96.5,20,4,4,52,0,0,0,0,7,17,1,4,2,0,0,1,1
"Cany12",470,2,2,0,4.5,240.5,9,5,2,55,0,0,0,2,6,20,1,4,1,0,1,1,2
"Cany13",580,0,17,1,5,159,16,6,12,84,0,0,0,3,6,18,1,5,1,3,1,0,0
"Cany14",685,0,7,1,4,121,13,4,3,74,0,0,1,4,7,25,0,5,0,4,1,2,3
"Cany15",1055,1,5,0,1,175,18,2,0,46,0,0,0,1,2,16,0,3,0,1,0,1,0
"Cany16",1095,0,23,1,0,174.5,22,11,10,102,1,1,0,3,2,17,0,3,3,5,0,0,4
"Cany17",1160,1,10,1,4.5,167.5,31,4,5,93,0,0,0,3,1,24,0,7,1,3,0,0,1
"Cany18",1220,1,25,0,8.5,190.5,24,8,3,1.2,0,0,1,4,2,22,0,5,4,1,1,1,3
"Cany19",1270,1,45,3,4,192,23,12,7,88,0,0,0,1,3,18,0,5,3,2,0,0,1
"Cany20",1315,0,23,0,6.5,177,25,6,10,96,0,0,0,4,6,16,0,8,2,4,0,2,0
"Cany21",1360,2,11,0,0,204,6,8,13,75,0,2,2,6,8,25,0,2,2,2,2,0,0
"Cany22",1380,1,8,0,3,196.5,16,3,8,63,0,1,0,1,4,26,1,4,2,3,2,1,0
"Cany23",1485,1.5,6,3,1,165.5,15,4,7,87,0,0,0,1,0,26,0,6,0,3,1,0,1
"Cany24",1565,1.5,14,0,4,145,12,4,12,57,0,0,2,2,3,8,1,1,5,0,0,1,1
"Cany25",1595,1,6,1,2,147.5,13,8,6,71,0,0,0,3,3,17,1,5,1,0,0,0,2
"Cany26",1635,1,10,0,1,102.5,47,8,12,81,1,0,1,4,7,30,0,7,2,2,0,1,0
"Cany27",1765,0,37,0,4,156.5,33,13,8,64,0,0,1,1,3,26,1,6,0,2,1,1,0
"Cany28",1890,3,5,0,2,138,30,7,15,91,0,0,1,3,4,18,1,4,4,1,0,0,1
"Cany29",1955,3,7,0,1,161,15,6,20,82,0,1,1,6,4,12,0,4,3,1,1,1,1
"Cany30",2230,2,5,1,1,149.5,36,10,8,101,0,0,0,2,1,21,1,4,1,0,0,2,1
"Cany31",2260,0,4,0,5.5,161,37,9,7,79,0,0,0,5,3,25,0,5,0,7,1,1,0
"Cany32",2695,0.5,13,0,0,145,30,5,5,71,0,0,0,3,3,18,1,1,0,2,0,0,1
"Cany33",3335,2,17,0,0,146,16,10,8,54,0,0,1,1,4,16,0,2,0,1,1,1,5
"Cany34",3870,1,8,0,2,110,16,10,8,42,0,0,0,5,7,28,0,5,2,2,0,0,2
"Cany35",4510,0,8,0,5,195.5,6,6,5,24,0,0,1,1,6,21,2,3,1,4,0,0,4
"Cany36",4965,8,9,1,3.5,247,12,11,10,47,0,0,1,4,8,45,0,3,0,3,0,1,2
"Cany37",5200,2,9,0,0,193,10,6,7,24,0,1,1,8,2,33,0,5,0,1,0,0,0
"Cany38",5360,4.5,15,0,3,179,9,6,10,52,0,1,0,3,0,33,1,4,2,4,1,0,0
"Cany39",5470,4,16,3,2.5,323,25,22,16,113,1,0,2,9,16,76,0,8,6,9,2,2,10
"Cany40",5570,1,13,3,2,311,75,10,17,86,0,1,0,15,13,54,0,10,5,7,1,4,7
"Cany41",5755,0,11,0,1,150,28,2,3,23,0,0,0,3,1,21,0,5,0,1,0,3,3
"Cany42",5970,0,13,1,0,294.5,33,9,25,68,0,0,0,6,16,49,0,12,6,5,2,3,1
"Cany43",6385,0,11,1,0.5,313.5,3,9,16,93,0,0,1,13,3,66,2,13,7,2,1,3,3
"Cany44",6710,1,0,1,0,245.5,0,3,4,38,0,0,0,8,14,32,0,6,4,1,0,4,3
"Cany45",7280,0,2,0,0,235.5,0,6,8,36,0,0,0,8,8,38,2,7,3,2,1,4,7
"Cany46",7670,1,9,1,0,345.5,0,5,4,59,0,0,0,10,6,18,0,14,2,3,2,3,3
"Cany47",8440,1,10,0,2.5,231.5,0,1,10,75,0,1,0,8,3,14,0,12,5,4,1,6,2
"Cany48",8875,0,4,0,2.5,377,0,3,19,69,0,0,0,4,7,5,0,12,9,7,0,4,2
"Cany49",9350,0.5,5,0,15,199,0,2,2,33,1,0,0,0,6,10,1,9,4,5,2,2,5
"Cany50",9450,6.5,11,2,4,162.5,2,0,17,46,0,0,0,3,2,10,0,10,3,7,1,1,4
"Cany51",9465,3,13,1,12.5,167.5,0,0,9,42,1,0,0,2,5,16,0,10,5,3,3,4,4
"Cany52",9470,2,6,0,7,152.5,0,1,12,42,0,0,0,3,5,4,1,2,5,5,3,2,1
"Cany53",9485,2,10,2,9,169.5,0,1,8,41,0,0,0,1,5,11,0,14,3,3,1,3,0
"Cany54",9505,2.5,7,0,14,163,0,0,7,40,2,0,0,3,6,13,0,9,3,6,3,3,0
"Cany55",9515,3.5,15,1,6.5,185.5,0,0,11,46,0,0,0,1,3,14,0,4,6,2,3,3,1
"Cany56",9530,4.5,10,0,14,152.5,1,1,3,31,0,1,0,1,2,8,0,5,4,3,0,2,3
"Cany57",9895,1.5,7,2,14,232,0,1,2,52,1,0,0,5,7,13,0,10,2,5,0,1,3
"Cany58",10380,1,5,1,20.5,174,2,0,1,25,1,0,0,4,10,12,0,16,0,5,1,3,4
"Cany59",10560,1,12,0,21.5,159.5,1,1,2,51,0,0,0,1,9,13,0,15,1,7,0,1,3
"Cany60",10645,0.5,3,3,11,227,0,1,2,41,0,1,0,3,6,21,0,14,2,5,0,3,1
"Cany61",10665,2,10,3,32,221.5,1,1,0,26,0,0,1,4,6,17,0,10,1,4,0,1,5
"Cany62",10750,3,1,0,18.5,156,0,0,4,18,2,0,0,3,8,11,0,6,1,1,1,1,4
"Cany63",10775,1.5,11,1,15,224.5,1,1,0,37,0,1,0,5,3,21,0,22,4,4,1,0,2
"Cany64",11055,1,4,0,18.5,155,0,0,1,22,2,0,0,2,5,7,0,15,5,2,1,0,2
"Cany65",11080,3,1,0,43,251.5,0,1,2,30,2,0,0,9,12,25,0,15,5,10,1,5,1
"Cany66",11140,2,11,0,19,104.5,0,0,0,8,0,0,0,5,1,21,0,18,3,8,0,0,6
"Cany67",11225,4.5,24,4,68,103.5,0,1,2,20,0,0,0,3,8,32,0,11,10,9,0,5,3
"Cany68",11460,0,21,0,25,95,0,2,0,5,0,0,0,5,6,18,0,12,4,11,7,0,8
"Cany69",11945,0,4,2,32,78.5,0,2,0,4,2,0,0,4,0,12,0,12,4,8,0,0,5
"Cany70",12260,0,7,0,52,152.5,1,2,0,5,0,1,0,2,2,16,0,4,2,3,2,0,1
"Cany71",12665,0,3,0,25,144.5,0,0,1,10,1,0,0,4,3,16,0,9,3,13,3,2,3
"Cany72",12835,2,6,1,34.5,99,0,0,0,12,1,1,0,3,4,21,0,16,4,11,2,2,6
"Kitc01",-20,2,23,3,8,57,4,4,5,106,0,0,3,1,7,29,0,3,23,5,0,0,0
"Kitc02",10,5,27,0,8,42,7,9,16,47,0,2,3,9,3,22,0,13,64,3,0,1,0
"Kitc03",35,1,16,5,12,87,48,5,4,82,2,0,5,6,6,25,0,14,50,3,2,5,0
"Kitc04",45,1,7,4,8,54,37,10,3,60,2,1,1,1,3,19,0,8,18,0,2,3,0
"Kitc05",55,3,21,6,12,69,42,6,17,91,1,0,4,4,4,21,0,7,31,5,2,2,0
"Kitc06",70,3,24,2,9,60,39,9,1,119,0,0,4,3,9,24,3,5,26,1,3,0,0
"Kitc07",80,3,24,8,7,77,54,11,4,110,1,0,2,2,9,30,2,8,7,5,0,1,0
"Kitc08",275,3,43,4,13,71,25,5,4,92,0,1,7,2,5,31,1,6,2,3,0,2,1
"Kitc09",700,2,17,2,10,59,20,9,9,97,4,2,7,9,20,48,2,24,5,4,2,2,0
"Kitc10",1235,5,12,2,6,63,37,21,4,79,2,0,30,3,15,32,4,12,3,3,2,3,0
"Kitc11",1785,2,8,1,9,92,66,16,4,91,1,0,18,5,15,14,2,10,2,5,0,0,0
"Kitc12",2410,0,21,1,2,74,51,19,1,144,1,0,19,4,7,25,7,17,1,1,0,0,0
"Kitc13",2790,2,31,3,5,107,43,8,1,94,1,0,7,2,14,41,6,9,0,4,1,0,0
"Kitc14",3095,4,21,5,1,127,27,35,1,105,0,2,8,4,18,34,6,7,4,5,0,1,0
"Kitc15",3430,1,24,2,0,156,16,9,6,31,2,0,6,11,11,52,6,10,1,3,3,3,0
"Kitc16",3750,2,18,2,4,201,10,27,7,63,3,0,4,7,15,54,3,11,10,4,0,0,0
"Kitc17",4170,1,29,4,6,187,9,21,10,36,0,1,1,10,11,30,0,11,1,4,0,1,0
"Kitc18",4690,1,26,2,5,164,20,12,2,42,1,0,0,10,11,41,1,9,2,2,0,0,0
"Kitc19",5170,2,12,9,2,164,7,11,8,50,0,0,1,8,19,33,1,7,4,2,1,3,0
"Kitc20",5595,2,2,2,1,260,5,5,3,18,0,0,2,3,11,28,1,7,4,1,1,2,0
"Kitc21",6385,1,4,3,1,378,2,13,5,17,0,1,1,2,14,31,1,8,4,5,0,3,0
"Kitc22",6820,2,16,0,2,288,1,13,4,17,1,0,1,6,13,26,0,16,6,2,0,0,0
"Kitc23",7305,1,7,6,3,250,1,8,1,42,0,0,0,6,19,41,0,10,2,2,1,0,0
"Kitc24",7615,2,10,4,7,412,0,5,8,38,1,3,0,5,11,18,0,13,5,5,2,1,0
"Kitc25",7965,0,0,0,1,472,0,2,1,18,3,0,0,2,9,18,0,13,5,5,1,2,0
"Kitc26",8350,2,0,2,6,461,1,2,1,23,2,1,0,5,4,15,0,13,3,5,2,3,0
"Kitc27",8725,4,10,0,23,239,0,1,2,38,1,2,0,7,7,32,1,14,4,7,0,0,0
"Kitc28",9645,5,2,7,31,292,0,2,0,29,4,0,0,6,14,42,0,17,3,12,1,1,0
"Kitc29",10700,0,3,5,196,90,0,0,0,3,0,0,0,3,1,17,0,11,1,6,0,1,0
"Kitc30",12005,1,0,0,66,15,0,0,1,6,0,0,0,1,2,3,0,0,1,24,3,6,0
"Kitc31",12950,0,0,0,43.5,2,0,0,0,2,0,1,0,10,11,10,0,1,3,7,1,1,0
"LMar01",255,1,0,0,3,178,45,4,7,92,0,1,0,2,3,17,0,2,4,8,1,0,3
"LMar02",805,4,0,2,2,142,42,5,8,81,0,0,0,1,2,14,1,3,0,3,0,1,1
"LMar03",1465,0,0,2,3,158,11,13,8,151,1,0,0,5,9,29,0,7,4,6,0,0,1
"LMar04",2290,3,0,5,2,184,19,5,17,76,0,3,0,3,3,20,1,7,10,4,0,1,2
"LMar05",3140,1,0,7,2,255,25,9,9,106,1,2,0,4,5,23,0,12,4,5,1,0,4
"LMar06",3970,1,0,5,2,192,6,10,20,109,0,5,0,8,5,39,1,11,4,6,1,0,2
"LMar07",4760,4,0,4,4,132,0,10,4,28,0,1,0,6,4,23,2,9,4,2,0,0,0
"LMar08",5470,0,0,4,0,185,0,11,17,49,0,2,0,9,7,31,0,10,2,3,1,2,4
"LMar09",6030,2,0,1,1,235,1,3,6,45,0,5,0,4,8,21,0,5,4,4,0,1,2
"LMar10",6605,1,0,1,0,292,3,7,11,37,1,2,0,3,14,40,1,11,4,3,1,1,0
"LMar11",7270,0,0,0,0,186,0,3,16,59,0,2,0,1,15,18,1,10,7,1,1,1,1
"LMar12",7705,2,0,3,0,264,0,10,13,48,0,2,0,1,20,31,1,24,8,5,0,6,1
"LMar13",8235,5,0,0,0,232,0,1,13,38,1,0,0,0,12,24,1,17,9,3,0,1,1
"LMar14",8790,2,0,0,0,220,0,3,24,59,2,3,0,2,10,19,0,17,8,3,0,4,0
"LMar15",9485,2,0,1,1,225,0,2,17,56,2,2,0,1,6,9,0,11,8,2,0,4,1
"LMar16",9650,3,0,2,1,173,0,1,20,56,2,2,0,5,4,13,0,9,9,3,0,7,1
"LMar17",9995,6,0,2,11,205,0,0,20,73,0,5,0,4,7,10,1,13,7,10,0,4,1
"LMar18",10220,3,0,0,16,252,0,0,15,49,1,1,0,3,6,13,0,17,1,4,0,2,0
"LMar19",10375,5,0,1,33,242,0,2,2,10,2,2,0,0,4,18,1,16,1,5,0,1,0
"LMar20",10620,0,0,4,129,152,0,0,1,12,3,2,0,5,2,17,0,29,2,5,0,2,0
"LMar21",10710,0,0,2,39,226,0,2,1,17,3,2,0,3,5,16,0,6,1,2,1,1,0
"LMar22",10830,0,0,5,64,196,0,1,0,15,1,2,0,1,3,11,0,7,3,4,0,1,0
"LMar23",11110,3,0,6,136,122,0,0,1,9,3,2,0,1,5,9,0,6,4,3,0,0,5
"LMar24",11180,1,0,9,114,157,0,0,3,17,1,3,0,7,0,21,0,34,3,7,0,2,0
"LMar25",11240,0,0,5,75,231,0,2,0,20,0,1,0,2,2,14,0,15,1,2,1,0,0
"LMar26",11410,0,0,3,150,140,0,1,1,19,1,4,0,5,6,30,0,40,0,5,0,0,1
"LMar27",11875,1,0,8,159,119,0,1,1,24,0,2,0,4,3,24,0,11,0,7,2,1,1
"LMar28",12155,4,0,10,158,51,0,2,1,13,0,5,0,7,11,21,0,21,3,10,0,1,10
"Lost01",0,1,2,0,7,62,4,28,27,178,0,0,0,1,5,18,0,2,25,2,0,9,0
"Lost02",120,5,6,1,15,68,14,15,24,125,0,0,0,1,2,14,0,6,2,3,0,1,0
"Lost03",410,4,5,0,15,110,6,13,20,136,1,1,0,2,2,15,1,2,7,2,0,0,0
"Lost04",680,4,6,1,24,138,3,15,23,175,0,2,0,1,3,24,1,6,1,2,0,2,0
"Lost05",1030,3,6,0,15,89,11,14,23,158,0,2,0,3,3,13,0,4,4,2,0,1,0
"Lost06",1390,1,3,0,4,77,4,7,9,107,0,0,0,0,3,17,0,2,4,2,0,1,0
"Lost07",1825,5,11,0,11,124,12,14,13,167,0,0,0,2,5,23,0,4,4,5,0,2,0
"Lost08",2285,3,2,1,5,118,9,9,18,146,0,0,0,1,8,21,0,2,0,0,0,0,0
"Lost09",2775,2,3,0,0,140,3,7,23,169,0,0,0,1,4,14,2,2,2,1,0,0,0
"Lost10",3140,0,2,0,0,125,2,3,10,57,0,2,0,0,6,10,0,0,3,0,0,0,0
"Lost11",3455,1,6,0,4,133,0,10,17,68,0,0,0,4,10,36,0,3,0,3,0,1,0
"Lost12",4130,2,4,0,4,199,4,17,18,46,0,1,0,3,6,32,2,5,4,2,0,0,0
"Lost13",4505,2,2,0,3,157,2,13,14,73,0,3,0,1,10,18,0,5,5,3,0,1,0
"Lost14",4875,0,3,0,3,187,17,13,6,45,0,1,0,2,7,24,0,7,0,3,0,1,0
"Lost15",5290,3,5,0,3,197,21,11,6,25,1,1,0,2,8,18,3,7,3,3,0,1,0
"Lost16",5570,2,2,1,2,265,68,8,15,32,1,1,0,7,11,23,1,6,1,6,0,1,0
"Lost17",5810,0,1,0,1,258,26,5,8,26,1,1,0,6,5,27,0,4,3,2,0,2,0
"Lost18",6085,2,3,0,0,294,23,11,12,35,0,1,0,4,11,20,0,2,3,6,0,0,0
"Lost19",6340,0,0,2,1,279,8,3,5,13,0,1,0,3,10,14,1,3,1,5,0,2,0
"Lost20",6585,4,4,1,1,379,6,14,17,39,0,0,0,2,21,31,0,7,3,3,0,2,0
"Lost21",6865,2,4,0,2,346,0,4,4,24,0,1,0,3,9,22,1,3,3,1,0,3,0
"Lost22",7190,0,2,1,0,525,0,6,4,24,0,1,0,6,10,22,0,5,3,4,0,1,0
"Lost23",7420,1,1,2,1,417,0,4,6,39,0,2,0,4,12,36,1,5,2,5,0,3,0
"Lost24",7600,0,1,0,1,432,0,6,5,29,0,0,0,4,9,18,0,9,1,4,0,1,0
"Lost25",7815,1,2,1,1,404,0,7,7,33,0,1,0,4,9,36,0,9,5,1,0,0,0
"Lost26",8035,3,1,3,2,502,0,5,6,31,0,0,0,4,10,12,0,8,11,5,0,3,0
"Lost27",8290,1,0,2,2,482,0,2,3,34,0,1,0,1,2,3,0,1,4,1,0,4,0
"Lost28",8490,10,0,4,17,342,0,1,23,56,0,0,0,5,4,7,0,5,8,7,0,2,0
"Lost29",9005,6,4,1,8,277,0,1,45,55,1,1,0,2,9,10,0,1,0,7,0,3,0
"Lost30",9505,2,1,2,13,383,0,2,119,59,3,0,0,5,8,9,0,7,11,8,0,4,0
"Lost31",10150,1,1,3,28,325,0,0,5,32,1,0,0,1,5,8,0,16,2,3,0,2,0
"Lost32",10640,14,1,5,39,436,0,2,1,27,2,2,0,7,12,35,0,37,5,2,0,1,0
"Lost33",11535,1,17,0,41,119,0,1,1,61,0,0,0,6,4,36,0,14,7,22,0,2,0
"Fall1",-51,5,0,0,10,362,13,17,0,165,1,5,0,0,6,69,1,14,44,3,2,2,15
"Fall2",45,5,0,0,10,239,13,4,0,112,0,1,0,0,2,19,0,4,21,2,2,6,7
"Fall3",62,6,0,0,9,257,20,4,0,137,0,4,0,0,2,20,0,9,23,6,0,2,7
"Fall4",78,2,0,0,18,345,25,6,0,179,0,4,0,0,7,36,0,7,11,3,1,2,3
"Fall5",86,6,0,1,11,348,20,7,0,179,0,1,0,0,8,27,0,4,9,2,1,4,4
"Fall6",103,8,0,0,8,315,27,6,0,188,1,2,2,0,1,25,0,5,10,7,2,2,5
"Fall7",111,9,0,0,11,403,30,2,0,180,0,5,0,0,4,36,0,12,7,6,0,0,5
"Fall8",138,4,0,0,10,248,11,8,0,105,0,1,0,0,3,22,1,8,2,5,0,0,3
"Fall9",170,10,0,0,10,407,26,7,0,119,0,7,0,0,9,36,1,6,4,11,3,1,1
"Fall10",220,4,0,0,1,332,24,2,0,107,0,2,0,0,2,35,1,1,4,5,0,1,2
"Fall11",314,3,0,1,7,343,14,22,0,72,2,0,0,0,6,22,0,4,2,3,1,1,5
"Fall12",379,1,0,0,8,339,31,9,0,109,1,0,0,0,4,25,0,3,4,3,2,1,6
"Fall13",441,6,0,0,6,509,27,6,0,81,0,3,0,0,8,27,0,5,2,4,2,0,4
"Fall14",571,2,0,0,5,419,12,7,0,99,0,2,0,0,0,12,0,9,7,1,1,0,4
"Fall15",708,2,0,1,5,487,26,8,0,94,0,1,1,0,6,13,0,8,0,3,1,2,2
"Fall16",842,1,0,0,4,534,17,5,0,92,0,3,2,0,3,27,0,7,4,7,2,0,2
"Fall17",986,1,0,0,2,411,22,8,0,93,0,2,1,0,7,17,0,12,0,6,1,1,2
"Fall18",1156,1,0,0,4,376,19,5,0,92,0,2,0,0,1,17,1,4,0,3,0,1,1
"Fall19",1283,1,0,1,4,399,16,2,0,104,0,0,1,0,3,39,0,6,2,4,2,0,2
"Fall20",1387,2,0,0,2,313,10,4,0,124,1,0,0,0,3,42,0,6,5,1,0,0,8
"Fall21",1607,1,0,0,6,513,25,8,0,98,0,3,1,0,6,30,0,8,3,4,1,1,5
"Fall22",1839,0,0,0,5,287,13,10,0,113,2,1,0,0,7,26,0,3,1,3,3,2,5
"Fall23",2138,4,0,0,6,464,4,7,0,110,1,0,2,0,3,26,0,4,2,5,2,6,8
"Glim1",52,0,0,0,0,172,25,7,6,75,0,0,0,0,0,6,1,0,0,1,0,0,0
"Glim2",433,1,0,0,0,346,28,0,3,73,0,0,0,0,0,12,1,0,1,3,0,0,0
"Glim3",904,1,0,0,0,370,9,3,3,83,0,0,0,0,0,11,2,0,1,1,0,0,0
"Glim4",1368,0,0,0,0,364,25,2,6,68,0,0,0,0,0,5,0,0,1,2,0,0,0
"Glim5",1819,1,0,0,0,284,14,1,3,106,0,0,0,0,0,11,0,0,3,7,0,0,0
"Glim6",2255,2,0,0,0,366,38,1,5,53,0,0,0,0,0,7,0,0,1,2,0,0,0
