ID2,Long,Lat,x-error (m),y-error (m),avg-error (m),,
3462,-133.53,68.53,203.72,556.59,380.155,,
3463,-101.06,66.08,225.67,556.59,391.13,,
3464,-100.95,61.25,267.71,556.59,412.15,,
3465,-118.03,66.08,225.67,556.59,391.13,,
3466,-127.12,65.13,234.08,556.59,395.335,,
3467,-126.33,65.58,230.1,556.59,393.345,,
3468,-122.67,61.8,263.01,556.59,409.8,,
3469,-97.35,67.37,214.16,556.59,385.375,,
3470,-64.05,67.55,212.55,556.59,384.57,,
3471,-90.5,79.42,102.19,556.59,329.39,,
3472,-83.37,64.2,242.24,556.59,399.415,,
3473,-133.53,68.32,205.62,556.59,381.105,,
3474,-96.25,63.67,246.87,556.59,401.73,,
3475,-79.45,42.34,411.41,556.59,484,,
3476,-77.48,42.39,411.08,556.59,483.835,,
3477,-76.32,42.68,409.17,556.59,482.88,,
3478,-75.4404,42.582,4.1,5.57,4.835,,
3479,-75.85,43.33,404.87,556.59,480.73,,
3480,-76.56,43.15,406.07,556.59,481.33,,
3481,-77.56,43.03,406.86,556.59,481.725,,
3482,-81.46,44.06,399.97,556.59,478.28,,
3483,-81.26,44.83,394.73,556.59,475.66,,
3484,-79.97,44.85,394.59,556.59,475.59,,
3485,-78.88,44.43,397.46,556.59,477.025,,
3486,-78.3,45.02,393.43,556.59,475.01,,
3487,-77.3,45.13,392.67,556.59,474.63,,
3488,-79.13,42.92,407.59,556.59,482.09,,
3489,-80.71,46.05,386.29,556.59,471.44,,
3490,-79.78,45.08,393.02,556.59,474.805,,
3491,-80.17,42.85,408.05,556.59,482.32,,
3492,-78.04,44.6,396.3,556.59,476.445,,
3493,-77.45,44.32,398.21,556.59,477.4,,
3494,-77.85,45.18,392.33,556.59,474.46,,
3495,-78.88,46.25,384.89,556.59,470.74,,
3496,-76.5,44.83,394.73,556.59,475.66,,
3497,-79.52,43.98,400.51,556.59,478.55,,
3498,-80.25,44.37,397.87,556.59,477.23,,
3499,-77.15,44.85,394.59,556.59,475.59,,
3500,-77.92,44.31,398.28,556.59,477.435,,
3501,-80.27,43.42,404.27,556.59,480.43,,
3502,-80.27,43.42,404.27,556.59,480.43,,
3503,-80.3,43.26,405.33,556.59,480.96,,
3504,-80.3,43.27,405.27,556.59,480.93,,
3505,-80.37,43.28,405.2,556.59,480.895,,
3506,-80.65,51.27,348.23,556.59,452.41,,
3507,-80.38,43.28,405.2,556.59,480.895,,
3508,-80.33,43.29,405.13,556.59,480.86,,
3509,-80.13,43.42,404.27,556.59,480.43,,
3510,-80.1,43.88,401.18,556.59,478.885,,
3511,-80.1,43.89,401.12,556.59,478.855,,
3512,-77.5,44.25,398.68,556.59,477.635,,
3513,-77.47,44.3,398.34,556.59,477.465,,
3514,-77.52,43.97,400.58,556.59,478.585,,
3515,-77.17,44.77,395.14,556.59,475.865,,
3516,-77.17,44.78,395.07,556.59,475.83,,
3517,-77.17,44.79,395.01,556.59,475.8,,
3518,-77.13,44.82,394.8,556.59,475.695,,
3519,-81.33,48.4,369.53,556.59,463.06,,
3520,-81.25,49.18,363.83,556.59,460.21,,
3521,-78.68,44.82,394.8,556.59,475.695,,
3522,-77.82,45.07,393.08,556.59,474.835,,
3523,-77.82,45.37,391.02,556.59,473.805,,
3524,-79.95,43.47,403.93,556.59,480.26,,
3525,-79.44,45.89,387.4,556.59,471.995,,
3526,-80.4,43.27,405.27,556.59,480.93,,
3527,-80.81,43.96,400.64,556.59,478.615,,
3528,-81.06,43.96,400.64,556.59,478.615,,
3529,-81.2,44.6,3963.03,5565.85,4764.44,,
3530,-80.3,44.35,398,556.59,477.295,,
3531,-77.07,44.03,400.17,556.59,478.38,,
3532,-77.83,45.85,387.68,556.59,472.135,,
3533,-81.87,45.7,388.73,556.59,472.66,,
3534,-81.68,46.3,384.54,556.59,470.565,,
3535,-80.8,46.3,3845.35,5565.85,4705.6,,
3536,-80.41,45.68,388.87,556.59,472.73,,
3537,-80.16,45.55,389.77,556.59,473.18,,
3538,-78.13,44.2,399.02,556.59,477.805,,
3539,-82.77,46.52,382.99,556.59,469.79,,
3540,-83.75,47.87,373.37,556.59,464.98,,
3541,-83.13,46.97,379.8,556.59,468.195,,
3542,-82.28,48.22,370.84,556.59,463.715,,
3543,-65.47,53.67,329.74,556.59,443.165,,
3544,-67.11,53.92,327.78,556.59,442.185,,
3545,-64.35,53.62,330.13,556.59,443.36,,
3546,-64.73,55.93,311.8,556.59,434.195,,
3547,-64.73,56.02,311.08,556.59,433.835,,
3548,-64.72,56.08,310.59,556.59,433.59,,
3549,-64.75,56.27,309.06,556.59,432.825,,
3550,-64.78,56.55,306.79,556.59,431.69,,
3551,-64.87,56.78,304.93,556.59,430.76,,
3552,-68.4,58.1,2941.21,5565.85,4253.53,,
3553,-74.42,49.82,359.1,556.59,457.845,,
3554,-70.9,53.2,3334.08,5565.85,4449.965,,
3555,-64.8,56.78,304.93,556.59,430.76,,
3556,-77.68,46.28,384.68,556.59,470.635,,
3557,-119.65,49.03,364.93,556.59,460.76,,
3558,-103.38,45.82,387.89,556.59,472.24,,
3559,-103.38,45.82,387.89,556.59,472.24,,
3560,-103.88,44.42,397.53,556.59,477.06,,
3561,-103.92,44.27,398.55,556.59,477.57,,
3562,-102.05,45.03,393.36,556.59,474.975,,
3563,-102.17,45.4,390.81,556.59,473.7,,
3564,-79.96,44.86,394.53,556.59,475.56,,
3565,-119.72,49.32,362.8,556.59,459.695,,
3566,-123.4189,47.3898,3.77,5.57,4.67,,
3567,-122.37,48.98,365.3,556.59,460.945,,
3568,-124.67,48.12,371.56,556.59,464.075,,
3569,-124.63,48.25,370.62,556.59,463.605,,
3570,-124.05,46.3167,3.84,5.57,4.705,,
3571,-123.6,47.6,3753.07,5565.85,4659.46,,
3572,-123.8,47.9,3731.5,5565.85,4648.675,,
3573,-123.8,47.9,3731.5,5565.85,4648.675,,
3574,-123.8,47.9,3731.5,5565.85,4648.675,,
3575,-123.8,47.9,3731.5,5565.85,4648.675,,
3576,-123.1,48.1,3717.06,5565.85,4641.455,,
3577,-121.55,48.45,369.17,556.59,462.88,,
3578,-121.15,48.6,368.08,556.59,462.335,,
3579,-120.9,48.6,3680.77,5565.85,4623.31,,
3580,-120.75,48.5,368.8,556.59,462.695,,
3581,-120.7,48.5,3688.05,5565.85,4626.95,,
3582,-120.65,48.52,368.66,556.59,462.625,,
3583,-120.7,48.75,366.98,556.59,461.785,,
3584,-120.68,48.73,367.13,556.59,461.86,,
3585,-120.68,48.71,367.27,556.59,461.93,,
3586,-120.6,47.25,377.81,556.59,467.2,,
3587,-120.5,48.7,3673.47,5565.85,4619.66,,
3588,-120.45,48.68,367.49,556.59,462.04,,
3589,-120.03,48.8,366.62,556.59,461.605,,
3590,-120.5,48.5,3688.05,5565.85,4626.95,,
3591,-120.5,48.55,368.44,556.59,462.515,,
3592,-120.1,48.75,366.98,556.59,461.785,,
3593,-121.1,47.25,377.81,556.59,467.2,,
3594,-120.7,47.1,3788.79,5565.85,4677.32,,
3595,-120.7,47.8,3738.7,5565.85,4652.275,,
3596,-120.7,47.75,374.23,556.59,465.41,,
3597,-120.7,47.7,3745.89,5565.85,4655.87,,
3598,-120.7,47.65,374.95,556.59,465.77,,
3599,-120.68,47.6,375.31,556.59,465.95,,
3600,-120.65,47.5,376.02,556.59,466.305,,
3601,-120.1,48.5,3688.05,5565.85,4626.95,,
3602,-119.95,48.4,369.53,556.59,463.06,,
3603,-119.5,48.25,370.62,556.59,463.605,,
3604,-119.5,48.1,3717.06,5565.85,4641.455,,
3605,-119.35,47.9,373.15,556.59,464.87,,
3606,-119.1,47.95,372.79,556.59,464.69,,
3607,-119,47.94,372.86,556.59,464.725,,
3608,-117.52,46.12,385.8,556.59,471.195,,
3609,-122.5,48.4,3695.32,5565.85,4630.585,,
3610,-83.53,51.22,348.61,556.59,452.6,,
3611,-104.12,44.83,394.73,556.59,475.66,,
3612,-104.18,43.73,402.19,556.59,479.39,,
3613,-104.27,43.33,404.87,556.59,480.73,,
3614,-104.32,42.68,409.17,556.59,482.88,,
3615,-104.32,42.3,411.67,556.59,484.13,,
3616,-104.23,41.98,413.75,556.59,485.17,,
3617,-104.25,41.62,416.08,556.59,486.335,,
3618,-104.38,41.38,417.63,556.59,487.11,,
3619,-110.5,44.5,3969.85,5565.85,4767.85,,
3620,-110.6,44.11,399.63,556.59,478.11,,
3621,-110.25,44.09,399.77,556.59,478.18,,
3622,-110.1,44.05,400.04,556.59,478.315,,
3623,-110.07,44.1,399.7,556.59,478.145,,
3624,-110.15,44.15,399.36,556.59,477.975,,
3625,-110.23,44.3,398.34,556.59,477.465,,
3626,-110.23,44.3,398.34,556.59,477.465,,
3627,-110.23,44.3,398.34,556.59,477.465,,
3628,-110.8,44.6,3963.03,5565.85,4764.44,,
3629,-110.45,44.8,394.94,556.59,475.765,,
3630,-110.45,44.8,394.94,556.59,475.765,,
3631,-110.75,44.98,393.7,556.59,475.145,,
3632,-110.76,44.98,393.7,556.59,475.145,,
3633,-110.8,44.96,393.84,556.59,475.215,,
3634,-110.8,44.7,3956.21,5565.85,4761.03,,
3635,-110.4,44.5,3969.85,5565.85,4767.85,,
3636,-110.1,44.45,397.33,556.59,476.96,,
3637,-110.09,44.44,397.39,556.59,476.99,,
3638,-110.07,44.41,397.6,556.59,477.095,,
3639,-110.07,44.4,397.67,556.59,477.13,,
3640,-110.6,44.4,3976.65,5565.85,4771.25,,
3641,-110.6,44.3,3983.44,5565.85,4774.645,,
3642,-110.62,44.12,399.56,556.59,478.075,,
3643,-110.62,44.11,399.63,556.59,478.11,,
3644,-110.05,44.36,397.94,556.59,477.265,,
3645,-110.06,44.38,397.8,556.59,477.195,,
3646,-110.25,44.29,398.41,556.59,477.5,,
3647,-110.75,45.02,393.43,556.59,475.01,,
3648,-140.33,67.91,209.31,556.59,382.95,,
3649,-137.57,58.6,289.99,556.59,423.29,,
3650,-137.17,58.43,291.39,556.59,423.99,,
3651,-135.08,58.07,294.37,556.59,425.48,,
3652,-138,58.95,287.08,556.59,421.835,,
3653,-136.15,58.2,293.3,556.59,424.945,,
3654,-136.45,58.07,294.37,556.59,425.48,,
3655,-133.9,56.6,3063.9,5565.85,4314.875,,
3656,-135.58,57.15,301.92,556.59,429.255,,
3657,-133.7667,56.9,3.04,5.57,4.305,,
3658,-137.75,58.72,288.99,556.59,422.79,,
3659,-137.75,58.72,288.99,556.59,422.79,,
3660,-137.6667,58.45,2.91,5.57,4.24,,
3661,-134.533,58.366,29.19,55.66,42.425,,
3662,-135.7,57.43,299.63,556.59,428.11,,
3663,-134.25,57.65,297.82,556.59,427.205,,
3664,-133.38,57.43,299.63,556.59,428.11,,
3665,-133.15,56.3,308.82,556.59,432.705,,
3666,-133.22,55.95,311.64,556.59,434.115,,
3667,-132.72,55.5,315.25,556.59,435.92,,
3668,-131.1,55.38,316.21,556.59,436.4,,
3669,-130,58.42,291.48,556.59,424.035,,
3670,-140.5,61.5,2655.8,5565.85,4110.825,,
3671,-140.5,61.5,2655.8,5565.85,4110.825,,
3672,-140.5,61.5,2655.8,5565.85,4110.825,,
3673,-140.5,61.5,2655.8,5565.85,4110.825,,
3674,-140.5,61.5,2655.8,5565.85,4110.825,,
3675,-140.5,61.5,2655.8,5565.85,4110.825,,
3676,-140.5,61.5,2655.8,5565.85,4110.825,,
3677,-140.5,61.5,2655.8,5565.85,4110.825,,
3678,-140.5,61.5,2655.8,5565.85,4110.825,,
3679,-140.5,61.5,2655.8,5565.85,4110.825,,
3680,-140.5,61.5,2655.8,5565.85,4110.825,,
3681,-140.5,61.5,2655.8,5565.85,4110.825,,
3682,-140.5,61.5,2655.8,5565.85,4110.825,,
3683,-140.5,61.5,2655.8,5565.85,4110.825,,
3684,-140.5,61.5,2655.8,5565.85,4110.825,,
3685,-140.5,61.5,2655.8,5565.85,4110.825,,
3686,-140.5,61.5,2655.8,5565.85,4110.825,,
3687,-140.5,61.5,2655.8,5565.85,4110.825,,
3688,-140.5,61.5,2655.8,5565.85,4110.825,,
3689,-140.5,61.5,2655.8,5565.85,4110.825,,
3690,-140.5,61.5,2655.8,5565.85,4110.825,,
3691,-140.5,61.5,2655.8,5565.85,4110.825,,
3692,-124.2,41.8,4149.21,5565.85,4857.53,,
3693,-107.9,65.6,2299.28,5565.85,3932.565,,
3694,-112.7,66.07,225.76,556.59,391.175,,
3695,-108.5,65.92,227.09,556.59,391.84,,
3696,-109.17,62.72,255.11,556.59,405.85,,
3697,-123.65,60.35,275.34,556.59,415.965,,
3698,-127.18,70.08,189.63,556.59,373.11,,
3699,-122.78,63.14,251.47,556.59,404.03,,
3700,-124.12,63.41,249.13,556.59,402.86,,
3701,-127.12,63.41,249.13,556.59,402.86,,
3702,-124.29,63.51,248.26,556.59,402.425,,
3703,-124.68,70.17,188.81,556.59,372.7,,
3704,-110.79,63.06,252.17,556.59,404.38,,
3705,-124.1167,43.7833,4.02,5.57,4.795,,
3706,-124.5149,42.7594,4.09,5.57,4.83,,
3707,-124.0167,44.5167,3.97,5.57,4.77,,
3708,-123.5,44.5167,3.97,5.57,4.77,,
3709,-77.5,53.33,332.4,556.59,444.495,,
3710,-135.07,60.72,272.21,556.59,414.4,,
3711,-128.82,60.12,277.28,556.59,416.935,,
3712,-140.67,62.25,259.15,556.59,407.87,,
3713,-140.58,62.28,258.9,556.59,407.745,,
3714,-140.83,62.33,258.47,556.59,407.53,,
3715,-88.521,45.11,39.28,55.66,47.47,,
3716,-91.35,44.083,39.98,55.66,47.82,,
3717,-91.733,44.15,39.94,55.66,47.8,,
3718,-91.7,44.167,39.92,55.66,47.79,,
3719,-91.4,44.4,3976.65,5565.85,4771.25,,
3720,-92.033,44.567,39.65,55.66,47.655,,
3721,-92.033,44.583,39.64,55.66,47.65,,
3722,-91.983,44.633,39.61,55.66,47.635,,
3723,-91.417,44.767,39.52,55.66,47.59,,
3724,-91.917,44.883,39.44,55.66,47.55,,
3725,-91.8,44.817,39.48,55.66,47.57,,
3726,-91.983,45.183,39.23,55.66,47.445,,
3727,-89.667,45.833,38.78,55.66,47.22,,
3728,-89.683,46.017,38.65,55.66,47.155,,
3729,-89.683,46.017,38.65,55.66,47.155,,
3730,-89.467,45.9,38.73,55.66,47.195,,
3731,-89,46,9665.92,13914.64,11790.28,,
3732,-88.633,45.867,38.76,55.66,47.21,,
3733,-88.267,45.867,38.76,55.66,47.21,,
3734,-88.983,45.667,38.9,55.66,47.28,,
3735,-88.683,45.583,38.95,55.66,47.305,,
3736,-88.95,45.467,39.03,55.66,47.345,,
3737,-89.25,45.483,39.02,55.66,47.34,,
3738,-88.4,44.817,39.48,55.66,47.57,,
3739,-88.933,44.383,39.78,55.66,47.72,,
3740,-88.867,44.367,39.79,55.66,47.725,,
3741,-89.183,44.3,39.83,55.66,47.745,,
3742,-89.3,44.1,3996.99,5565.85,4781.42,,
3743,-89.283,43.933,40.08,55.66,47.87,,
3744,-88.9,43.583,40.32,55.66,47.99,,
3745,-89.65,43.3,405.07,556.59,480.83,,
3746,-89.967,43.1,40.64,55.66,48.15,,
3747,-90.45,42.95,407.39,556.59,481.99,,
3748,-90.1,43,4070.61,5565.85,4818.23,,
3749,-90.05,42.967,40.73,55.66,48.195,,
3750,-89.75,43.017,40.69,55.66,48.175,,
3751,-89.617,43.067,40.66,55.66,48.16,,
3752,-89.4,42.95,407.39,556.59,481.99,,
3753,-89.25,42.967,40.73,55.66,48.195,,
3754,-89.25,42.883,40.78,55.66,48.22,,
3755,-89,42.9,4077.23,5565.85,4821.54,,
3756,-89,43,10176.52,13914.64,12045.58,,
3757,-88.933,43.067,40.66,55.66,48.16,,
3758,-73.567,42.6,40.97,55.66,48.315,,
3759,-72.217,42.517,41.02,55.66,48.34,,
3760,-74.033,42.2,41.23,55.66,48.445,,
3761,-74.767,41.933,41.41,55.66,48.535,,
3762,-75.867,41.967,41.38,55.66,48.52,,
3763,-75.333,41.9,41.43,55.66,48.545,,
3764,-74.5,43.133,40.62,55.66,48.14,,
3765,-73.9,40.95,420.38,556.59,488.485,,
3766,-74.6036,42.0275,4.13,5.57,4.85,,
3767,-97.126,30.352,48.03,55.66,51.845,,
3768,-79.95,43.467,40.4,55.66,48.03,,
3769,-69.93,54.424,32.38,55.66,44.02,,
3770,-70,41.833,41.47,55.66,48.565,,
3771,-96.717,30.833,47.79,55.66,51.725,,
3772,-77.041,34.867,45.67,55.66,50.665,,
3773,-88.45,45.167,39.24,55.66,47.45,,
3774,-93.05,45.45,390.46,556.59,473.525,,
3775,-84.5,47.75,374.23,556.59,465.41,,
3776,-90.35,45.3,391.5,556.59,474.045,,
3777,-90.35,45.3,391.5,556.59,474.045,,
3778,-71.567,48.367,36.98,55.66,46.32,,
3779,-67.067,52.25,34.08,55.66,44.87,,
3780,-71.177,47.258,37.78,55.66,46.72,,
3781,-66.217,51.4,34.72,55.66,45.19,,
3782,-105.733,53.233,33.32,55.66,44.49,,
3783,-106.07,53.8,328.72,556.59,442.655,,
3784,-92.817,45.05,39.32,55.66,47.49,,
3785,-88.083,42.8,40.84,55.66,48.25,,
3786,-81.35,27.207,49.5,55.66,52.58,,
3787,-89.417,43.05,40.67,55.66,48.165,,
3788,-73.301,45.987,38.67,55.66,47.165,,
3789,-75.667,40.483,42.33,55.66,48.995,,
3790,-101.0419,56.8417,3.04,5.57,4.305,,
3791,-62.797,46.383,38.4,55.66,47.03,,
3792,-85.25,45.233,39.2,55.66,47.43,,
3793,-97.35,44.817,39.48,55.66,47.57,,
3794,-70.583,41.45,41.72,55.66,48.69,,
3795,-62.567,57.917,29.56,55.66,42.61,,
3796,-71.05,41.967,41.38,55.66,48.52,,
3797,-65.167,58.467,29.11,55.66,42.385,,
3798,-77.083,44.036,40.01,55.66,47.835,,
3799,-88.1,43.4,4044.01,5565.85,4804.93,,
3800,-78.333,44.333,39.81,55.66,47.735,,
3801,-84.558,54.322,32.46,55.66,44.06,,
3802,-87.516,44.45,39.73,55.66,47.695,,
3803,-81.417,45.15,39.25,55.66,47.455,,
3804,-97.517,29.6,48.39,55.66,52.025,,
3805,-81.02,44.73,395.42,556.59,476.005,,
3806,-84.6,44.766,39.52,55.66,47.59,,
3807,-95.517,39.533,42.93,55.66,49.295,,
3808,-99.95,50.733,35.23,55.66,45.445,,
3809,-75.906,35.844,45.12,55.66,50.39,,
3810,-76.946,35.6,45.26,55.66,50.46,,
3811,-91.45,45.3,391.5,556.59,474.045,,
3812,-95.783,47.2,37.82,55.66,46.74,,
3813,-87.95,46.75,381.36,556.59,468.975,,
3814,-94.6333,72.0333,1.72,5.57,3.645,,
3815,-94.95,72.2167,1.7,5.57,3.635,,
3816,-93.8667,72.6,1.66,5.57,3.615,,
3817,-95.0833,72.6667,1.66,5.57,3.615,,
3818,-95.1333,72.8,1.65,5.57,3.61,,
3819,-95.2833,73.1333,1.61,5.57,3.59,,
3820,-95.3833,73.35,1.59,5.57,3.58,,
3821,-95.4833,73.5167,1.58,5.57,3.575,,
3822,-94.9,73.85,154.82,556.59,355.705,,
3823,-109.9667,72.2833,1.69,5.57,3.63,,
3824,-109.9833,72.3,1.69,5.57,3.63,,
3825,-95,69.9,1912.76,5565.85,3739.305,,
3826,-94.9667,69.9167,1.91,5.57,3.74,,
3827,-95.0167,69.9333,1.91,5.57,3.74,,
3828,-95.0167,69.8667,1.92,5.57,3.745,,
3829,-94.9833,69.8667,1.92,5.57,3.745,,
3830,-94.2333,75.4333,1.4,5.57,3.485,,
3831,-93.6333,75.15,1.43,5.57,3.5,,
3832,-94.2667,74.6833,1.47,5.57,3.52,,
3833,-83.9667,80.5833,0.91,5.57,3.24,,
3834,-84.45,80.8167,0.89,5.57,3.23,,
3835,-84.4667,80.5667,0.91,5.57,3.24,,
3836,-84.6833,80.75,0.89,5.57,3.23,,
3837,-87.75,79.65,100,556.59,328.295,,
3838,-88.7,74.9333,1.45,5.57,3.51,,
3839,-98.5833,75.05,1.44,5.57,3.505,,
3840,-98.2167,75.5333,1.39,5.57,3.48,,
3841,-98.9,76.3833,1.31,5.57,3.44,,
3842,-97.8167,76.3333,1.32,5.57,3.445,,
3843,-100.2333,75.1,1.43,5.57,3.5,,
3844,-99.1167,75.9167,1.35,5.57,3.46,,
3845,-98.4167,73.6,1.57,5.57,3.57,,
3846,-98.55,73.5667,1.57,5.57,3.57,,
3847,-83.5167,79.7183,0.99,5.57,3.28,,
3848,-83.4667,79.7167,0.99,5.57,3.28,,
3849,-84.05,79.9725,0.97,5.57,3.27,,
3850,-83.5,79.715,9.94,55.66,32.8,,
3851,-83.3833,80.0167,0.96,5.57,3.265,,
3852,-123.0667,71.1167,1.8,5.57,3.685,,
3853,-123.0333,71.1167,1.8,5.57,3.685,,
3854,-122.95,71.1333,1.8,5.57,3.685,,
3855,-123,71.1333,1.8,5.57,3.685,,
3856,-122.85,71.1333,1.8,5.57,3.685,,
3857,-122.7833,71.15,1.8,5.57,3.685,,
3858,-122.45,71.3167,1.78,5.57,3.675,,
3859,-122.7,71.75,174.3,556.59,365.445,,
3860,-122.6667,71.7833,1.74,5.57,3.655,,
3861,-120.9167,71.5667,1.76,5.57,3.665,,
3862,-120.7,71.5667,1.76,5.57,3.665,,
3863,-120.75,71.6,175.69,556.59,366.14,,
3864,-120.75,71.6167,1.76,5.57,3.665,,
3865,-120.65,71.7,174.76,556.59,365.675,,
3866,-120.6833,71.8333,1.74,5.57,3.655,,
3867,-120.7,72.0833,1.71,5.57,3.64,,
3868,-119.3,72.7167,1.65,5.57,3.61,,
3869,-119.1667,72.7833,1.65,5.57,3.61,,
3870,-119.0833,72.8,1.65,5.57,3.61,,
3871,-118.9333,72.8833,1.64,5.57,3.605,,
3872,-119.1667,72.9333,1.63,5.57,3.6,,
3873,-118.4667,73.1167,1.62,5.57,3.595,,
3874,-120.6333,73.5333,1.58,5.57,3.575,,
3875,-117.6667,73.05,1.62,5.57,3.595,,
3876,-117.5833,73.0833,1.62,5.57,3.595,,
3877,-117.3833,73.1,1.62,5.57,3.595,,
3878,-117.4,73.15,161.34,556.59,358.965,,
3879,-117.3333,73.2333,1.61,5.57,3.59,,
3880,-117.5,73.55,157.61,556.59,357.1,,
3881,-117.5667,73.5333,1.58,5.57,3.575,,
3882,-117.9167,73.45,1.59,5.57,3.58,,
3883,-117.9333,73.4333,1.59,5.57,3.58,,
3884,-118.2833,73.3833,1.59,5.57,3.58,,
3885,-116.45,73.55,157.61,556.59,357.1,,
3886,-116.4167,73.5833,1.57,5.57,3.57,,
3887,-116.3333,73.7167,1.56,5.57,3.565,,
3888,-116.3667,73.7667,1.56,5.57,3.565,,
3889,-116.55,73.8333,1.55,5.57,3.56,,
3890,-44.35,59.9667,2.79,5.57,4.18,,
3891,-44.35,59.9667,2.79,5.57,4.18,,
3892,-44.2667,60.3333,2.75,5.57,4.16,,
3893,-44.2333,60.05,2.78,5.57,4.175,,
3894,-43.5167,61.1667,2.68,5.57,4.125,,
3895,-45.5333,61.1333,2.69,5.57,4.13,,
3896,-50.5833,64.7667,2.37,5.57,3.97,,
3897,-50,64.4,2404.93,5565.85,3985.39,,
3898,-51.9167,64.4667,2.4,5.57,3.985,,
3899,-51.6833,64.4,2.4,5.57,3.985,,
3900,-37.65,65.6,229.93,556.59,393.26,,
3901,-51.1333,69.2,1.98,5.57,3.775,,
3902,-24.1167,70.7667,1.83,5.57,3.7,,
3903,-27.7333,70.95,1.82,5.57,3.695,,
3904,-28.0333,70.5167,1.86,5.57,3.715,,
3905,-24.3667,71.1333,1.8,5.57,3.685,,
3906,-20.05,75.3167,1.41,5.57,3.49,,
3907,-58.6,75.3667,1.41,5.57,3.49,,
3908,-58.6,75.3667,1.41,5.57,3.49,,
3909,-66.65,77.5,120.47,556.59,338.53,,
3910,-14.6667,81.5833,0.81,5.57,3.19,,
3911,-30.5667,82.1667,0.76,5.57,3.165,,
3912,-75.2833,55.1,3.18,5.57,4.375,,
3913,-75.25,55.1167,3.18,5.57,4.375,,
3914,-75.6,57.9,2957.69,5565.85,4261.77,,
3915,-75.15,59.1417,2.85,5.57,4.21,,
3916,-66.7667,54.7167,3.21,5.57,4.39,,
3917,-66.7667,54.7167,3.21,5.57,4.39,,
3918,-66.7667,54.7167,3.21,5.57,4.39,,
3919,-76.1467,57.7347,2.97,5.57,4.27,,
3920,-43.0933,60.09,2.78,5.57,4.175,,
3921,-43.0983,60.0933,2.78,5.57,4.175,,
3922,-43.1833,60.0367,2.78,5.57,4.175,,
3923,-44.3833,59.9,2.79,5.57,4.18,,
3924,-44.3833,59.9,2.79,5.57,4.18,,
3925,-43.5,59.9083,2.79,5.57,4.18,,
3926,-43.5,59.9083,2.79,5.57,4.18,,
3927,-43.7333,59.9,2.79,5.57,4.18,,
3928,-44.35,59.9667,2.79,5.57,4.18,,
3929,-44.35,59.9667,2.79,5.57,4.18,,
3931,-44.2833,60.0583,2.78,5.57,4.175,,
3932,-44.2667,60.0833,2.78,5.57,4.175,,
3933,-44.2667,60.0833,2.78,5.57,4.175,,
3934,-44.2667,60.1917,2.77,5.57,4.17,,
3935,-44.2667,60.1917,2.77,5.57,4.17,,
3936,-44.1667,60.2333,2.76,5.57,4.165,,
3937,-46.05,60.7167,2.72,5.57,4.145,,
3938,-46.05,60.7167,2.72,5.57,4.145,,
3939,-46.05,60.7167,2.72,5.57,4.145,,
3940,-46.05,60.7167,2.72,5.57,4.145,,
3941,-44.2667,60.3333,2.75,5.57,4.16,,
3942,-45.2167,60.7667,2.72,5.57,4.145,,
3943,-45.2167,60.7667,2.72,5.57,4.145,,
3944,-45.55,61.15,268.56,556.59,412.575,,
3945,-45.5325,61.1333,2.69,5.57,4.13,,
3946,-45.5333,61.1333,2.69,5.57,4.13,,
3947,-50.3833,64.3667,2.41,5.57,3.99,,
3948,-50.2,64.4333,2.4,5.57,3.985,,
3949,-50.3917,64.3667,2.41,5.57,3.99,,
3950,-50.3917,64.3667,2.41,5.57,3.99,,
3951,-139.77,61.69,263.96,556.59,410.275,,
3952,-139.59,61.62,264.55,556.59,410.57,,
3953,-139.38,61.58,264.9,556.59,410.745,,
3954,-138.43,61.17,268.39,556.59,412.49,,
3955,-138.43,61.12,268.82,556.59,412.705,,
3956,-138.37,61.08,269.16,556.59,412.875,,
3957,-138.38,61.07,269.24,556.59,412.915,,
3958,-138.36,61.05,269.41,556.59,413,,
3959,-138.09,61.04,269.5,556.59,413.045,,
3960,-138.175,60.9833,2.7,5.57,4.135,,
3961,-138.1,60.95,270.26,556.59,413.425,,
3962,-137.9617,60.95,2.7,5.57,4.135,,
3963,-76.7833,78.5,1.11,5.57,3.34,,
3964,-133.3333,68.3667,2.05,5.57,3.81,,
3965,-135.7,66.0333,2.26,5.57,3.915,,
3966,-132.1667,69.25,1.97,5.57,3.77,,
3967,-133.45,68.2667,2.06,5.57,3.815,,
3968,-138.2833,68.3167,2.06,5.57,3.815,,
3969,-133.1833,69.1167,1.98,5.57,3.775,,
3970,-130.7667,67.2,2.16,5.57,3.865,,
3971,-131.0667,68.25,2.06,5.57,3.815,,
3972,-134.5833,69.4833,1.95,5.57,3.76,,
3973,-130.75,67.25,215.24,556.59,385.915,,
3974,-134.1833,68.8,2.01,5.57,3.79,,
3975,-133.4833,68.2667,2.06,5.57,3.815,,
3976,-136.55,67.6833,2.11,5.57,3.84,,
3977,-112.1667,50.6167,3.53,5.57,4.55,,
3978,-114.6667,51.9,3.43,5.57,4.5,,
3979,-115.1667,52.4667,3.39,5.57,4.48,,
3980,-115.1,51.0667,3.5,5.57,4.535,,
3981,-119.1667,55.25,3.17,5.57,4.37,,
3982,-117.4167,58.75,2.89,5.57,4.23,,
3983,-120.1,62.9,2535.5,5565.85,4050.675,,
3986,-115.9667,64.8333,2.37,5.57,3.97,,
